uniqueId,name,naSales,euSales,jpSales,otherSales,globalSales
1654,Enter the Matrix,1.78,1.12,0.09,0.19,3.18
1655,Enter the Matrix,0.72,0.43,0.01,0.04,1.2
1656,Enter the Matrix,0.34,0.09,0.02,0.01,0.45
1657,Enthusia Professional Racing,0.07,0.06,0.0,0.02,0.15
1658,Ephemeral Fantasia,0.04,0.03,0.0,0.01,0.08
1659,Epic Mickey,2.04,0.63,0.12,0.22,3.0
1660,Epic Mickey 2: The Power of Two,0.32,0.15,0.0,0.04,0.51
1661,Epic Mickey 2: The Power of Two,0.21,0.18,0.0,0.08,0.47
1662,Epic Mickey 2: The Power of Two,0.13,0.07,0.01,0.02,0.23
1663,Eragon,0.13,0.02,0.0,0.01,0.16
1664,Eragon,0.12,0.01,0.0,0.01,0.14
1665,Escape Dead Island,0.04,0.03,0.0,0.01,0.07
1666,Escape Dead Island,0.03,0.04,0.0,0.01,0.07
1667,Escape from Bug Island,0.04,0.01,0.01,0.0,0.06
1668,Escape From Monkey Island,0.05,0.04,0.0,0.01,0.1
1669,ESPN: Sports Connection,0.2,0.12,0.0,0.03,0.36
1670,ESPN College Hoops,0.08,0.06,0.0,0.02,0.16
1671,ESPN College Hoops 2K5,0.41,0.32,0.0,0.11,0.84
1672,ESPN College Hoops 2K5,0.29,0.08,0.0,0.01,0.38
1673,ESPN NBA 2K5,1.26,0.12,0.0,0.21,1.59
1674,ESPN NBA 2K5,0.88,0.04,0.0,0.04,0.95
1675,ESPN NBA Basketball,0.26,0.21,0.0,0.07,0.54
1676,ESPN NBA Basketball,0.2,0.06,0.0,0.01,0.27
1677,ESPN NFL 2K5,2.15,0.12,0.0,0.36,2.62
1678,ESPN NFL 2K5,1.54,0.02,0.0,0.07,1.63
1679,ESPN NFL Football,0.27,0.21,0.0,0.07,0.56
1680,ESPN NFL Football,0.27,0.08,0.0,0.01,0.36
1681,ESPN NHL 2K5,0.43,0.33,0.0,0.11,0.88
1682,ESPN NHL 2K5,0.32,0.09,0.0,0.02,0.42
1683,ESPN NHL Hockey,0.11,0.09,0.0,0.03,0.23
1684,ESPN NHL Hockey,0.08,0.02,0.0,0.0,0.11
1685,ESPN Winter X Games: Snowboarding 2002,0.1,0.08,0.0,0.03,0.21
1686,ESPN X Games Skateboarding,0.18,0.14,0.0,0.05,0.36
1687,Eternal Darkness: Sanity's Requiem,0.34,0.09,0.0,0.01,0.44
1688,Eternal Poison,0.07,0.05,0.0,0.02,0.14
1689,Eternal Ring,0.1,0.07,0.1,0.03,0.3
1690,Eternal Sonata,0.19,0.04,0.08,0.02,0.32
1691,Eternal Sonata,0.19,0.12,0.07,0.05,0.44
1692,Etrian Mystery Dungeon,0.09,0.01,0.13,0.01,0.24
1693,Etrian Odyssey,0.19,0.02,0.09,0.02,0.33
1694,Etrian Odyssey II: Heroes of Lagaard,0.09,0.0,0.16,0.01,0.26
1695,Etrian Odyssey III: The Drowned City,0.12,0.0,0.19,0.01,0.31
1696,Etrian Odyssey Untold: The Millennium Girl,0.1,0.01,0.14,0.01,0.26
1697,Eureka Seven Vol. 2: The New Vision,0.0,0.0,0.02,0.0,0.02
1698,Euro Truck Simulator 2,0.0,0.12,0.0,0.02,0.13
1699,EVE: Valkyrie,0.03,0.05,0.0,0.02,0.1
1700,EVE Online,0.0,0.19,0.0,0.01,0.2
1701,EverBlue 2,0.02,0.01,0.0,0.0,0.03
1702,EverGrace,0.1,0.08,0.15,0.03,0.35
1703,EverQuest Online Adventures,0.21,0.16,0.0,0.05,0.43
1704,EverQuest Online Adventures: Frontiers,0.09,0.07,0.0,0.02,0.19
1705,Everybody Dance,0.11,0.0,0.0,0.01,0.12
1706,Every Extend Extra,0.1,0.0,0.0,0.01,0.12
1707,Evil Dead: Hail to the King,0.15,0.1,0.0,0.02,0.27
1708,Evil Dead: Regeneration,0.1,0.08,0.0,0.03,0.21
1709,Evil Genius,0.0,0.01,0.0,0.0,0.02
1710,Evolution Skateboarding,0.13,0.1,0.0,0.03,0.26
1711,Evolution Worlds,0.06,0.02,0.0,0.0,0.08
1712,Evolve,0.36,0.41,0.05,0.15,0.96
1713,Evolve,0.37,0.2,0.0,0.06,0.64
1714,Evolve,0.08,0.1,0.0,0.02,0.19
1715,ExciteBots: Trick Racing,0.24,0.0,0.0,0.02,0.26
1716,Excite Truck,0.39,0.03,0.08,0.04,0.53
1717,ExerBeat,0.1,0.16,0.0,0.03,0.29
1718,Exist Archive: The Other Side of the Sky,0.01,0.0,0.05,0.0,0.06
1719,Exist Archive: The Other Side of the Sky,0.01,0.0,0.03,0.0,0.04
1720,Exit,0.07,0.0,0.0,0.01,0.08
1721,Exit DS,0.09,0.0,0.01,0.01,0.1
1722,Extermination,0.21,0.16,0.12,0.05,0.55
1723,EyePet,0.35,0.52,0.04,0.08,0.99
1724,EyeToy: AntiGrav,0.36,0.01,0.0,0.06,0.43
1725,EyeToy: Groove,0.09,0.07,0.0,0.02,0.18
1726,EyeToy: Kinetic,0.09,0.07,0.0,0.02,0.17
1727,EyeToy Play,0.88,2.3,0.2,0.83,4.2
1728,EyeToy Play 2,0.18,0.14,0.0,0.05,0.38
1729,F.E.A.R.,0.28,0.03,0.0,0.03,0.34
1730,F.E.A.R.,0.18,0.26,0.0,0.1,0.54
1731,F.E.A.R. 2: Project Origin,0.32,0.15,0.0,0.05,0.52
1732,F.E.A.R. 2: Project Origin,0.19,0.2,0.01,0.08,0.47
1733,F.E.A.R. 2: Project Origin,0.02,0.05,0.0,0.01,0.07
1734,F.E.A.R. 3,0.21,0.16,0.01,0.07,0.45
1735,F.E.A.R. 3,0.3,0.11,0.01,0.04,0.45
1736,F.E.A.R. 3,0.04,0.08,0.0,0.03,0.15
1737,F.E.A.R. Files,0.07,0.01,0.0,0.01,0.09
1738,F.E.A.R. Perseus Mandate,0.01,0.0,0.0,0.0,0.01
1739,F1 2001,0.07,0.06,0.0,0.02,0.15
1740,F1 2001,0.05,0.01,0.0,0.0,0.06
1741,F1 2002,0.05,0.04,0.02,0.01,0.12
1742,F1 2002,0.02,0.01,0.0,0.0,0.03
1743,F1 2009,0.15,0.62,0.0,0.11,0.87
1744,F1 2009,0.08,0.29,0.0,0.16,0.52
1745,F1 2010,0.25,0.75,0.08,0.26,1.34
1746,F1 2010,0.18,0.59,0.01,0.1,0.88
1747,F1 2010,0.0,0.05,0.0,0.01,0.05
1748,F1 2011,0.12,0.74,0.11,0.24,1.2
1749,F1 2011,0.11,0.5,0.01,0.09,0.72
1750,F1 2011,0.0,0.15,0.0,0.04,0.19
1751,F1 2011,0.07,0.08,0.0,0.02,0.16
1752,F1 2011,0.03,0.07,0.01,0.02,0.13
1753,F1 2012,0.12,0.63,0.05,0.23,1.03
1754,F1 2012,0.1,0.34,0.0,0.05,0.49
1755,F1 2012,0.01,0.11,0.0,0.02,0.15
1756,F1 2013,0.01,0.42,0.03,0.09,0.54
1757,F1 2013,0.01,0.27,0.0,0.02,0.3
1758,F1 2014,0.07,0.26,0.02,0.06,0.41
1759,F1 2014,0.08,0.13,0.0,0.02,0.23
1760,F1 2014,0.0,0.09,0.0,0.01,0.1
1761,F1 2015,0.09,0.45,0.03,0.1,0.66
1762,F1 2015,0.08,0.15,0.0,0.02,0.25
1763,F1 2015,0.0,0.05,0.0,0.0,0.05
1764,F1 Career Challenge,0.05,0.04,0.0,0.01,0.1
1765,F1 Race Stars,0.06,0.19,0.0,0.06,0.32
1766,F1 Race Stars,0.07,0.17,0.0,0.02,0.27
1767,F1 Race Stars,0.0,0.02,0.0,0.0,0.02
1768,Fable,1.99,0.58,0.0,0.09,2.66
1769,Fable: The Journey,0.18,0.08,0.0,0.02,0.28
1770,Fable: The Lost Chapters,0.01,0.05,0.0,0.01,0.07
1771,Fable II,2.51,1.24,0.11,0.41,4.27
1772,Fable III,3.59,1.08,0.05,0.38,5.1
1773,Fable III,0.1,0.17,0.0,0.05,0.32
1774,FaceBreaker,0.15,0.02,0.0,0.02,0.19
1775,FaceBreaker,0.13,0.02,0.0,0.02,0.17
1776,FaceBreaker K.O. Party,0.19,0.01,0.0,0.02,0.22
1777,Fairy Fencer F,0.05,0.03,0.09,0.02,0.19
1778,Fairy Fencer F: Advent Dark Force,0.02,0.0,0.05,0.0,0.07
1779,Fairytale Fights,0.14,0.02,0.0,0.01,0.17
1780,Fairytale Fights,0.11,0.03,0.0,0.02,0.17
1781,Falcon 4.0: Allied Force,0.0,0.02,0.0,0.0,0.02
1782,Fallout: Brotherhood of Steel,0.03,0.03,0.0,0.01,0.07
1783,Fallout: Brotherhood of Steel,0.04,0.01,0.0,0.0,0.05
1784,Fallout: New Vegas,2.66,1.03,0.04,0.33,4.05
1785,Fallout: New Vegas,1.52,1.03,0.1,0.46,3.11
1786,Fallout: New Vegas,0.59,0.45,0.0,0.14,1.17
1787,Fallout 3,3.4,0.99,0.09,0.45,4.93
1788,Fallout 3,2.15,1.13,0.07,0.59,3.94
1789,Fallout 3,0.02,0.88,0.0,0.08,0.98
1790,Fallout 4,2.53,3.27,0.24,1.13,7.16
1791,Fallout 4,2.51,1.32,0.01,0.38,4.22
1792,Fallout 4,0.51,0.67,0.0,0.1,1.29
1793,Family Feud: 2012 Edition,0.1,0.0,0.0,0.01,0.1
1794,Family Guy,0.18,0.0,0.0,0.02,0.19
1795,Family Guy: Back to the Multiverse,0.12,0.1,0.0,0.04,0.26
1796,Family Guy: Back to the Multiverse,0.14,0.09,0.0,0.02,0.25
1797,Family Party: 30 Great Games,0.08,0.01,0.0,0.01,0.09
1798,Fantasia: Music Evolved,0.11,0.03,0.0,0.01,0.15
1799,Fantastic 4,0.41,0.01,0.0,0.07,0.5
1800,Fantastic 4,0.2,0.06,0.0,0.01,0.27
1801,Fantastic 4,0.19,0.05,0.0,0.01,0.24
1802,Fantastic Four: Rise of the Silver Surfer,0.19,0.15,0.0,0.05,0.39
1803,Fantastic Four: Rise of the Silver Surfer,0.12,0.02,0.0,0.02,0.15
1804,Fantastic Four: Rise of the Silver Surfer,0.1,0.01,0.0,0.01,0.11
1805,Fantastic Four: Rise of the Silver Surfer,0.04,0.01,0.0,0.0,0.05
1806,Fantastic Four: Rise of the Silver Surfer,0.04,0.0,0.0,0.0,0.04
1807,Fantastic Pets,0.3,0.08,0.0,0.03,0.41
1808,Fantasy Life,0.33,0.37,0.37,0.06,1.13
1809,Fantavision,0.14,0.11,0.19,0.04,0.47
1810,Far Cry,0.0,0.04,0.0,0.01,0.05
1811,Far Cry: Primal,0.6,1.25,0.06,0.35,2.26
1812,Far Cry: Primal,0.47,0.33,0.0,0.08,0.88
1813,Far Cry: Primal,0.04,0.11,0.0,0.01,0.16
1814,Far Cry 2,0.71,0.69,0.02,0.18,1.59
1815,Far Cry 2,0.43,0.69,0.01,0.26,1.38
1816,Far Cry 2,0.01,0.45,0.0,0.03,0.48
1817,Far Cry 3,0.88,1.7,0.1,0.67,3.35
1818,Far Cry 3,1.38,1.32,0.02,0.28,3.0
1819,Far Cry 3,0.22,0.62,0.0,0.12,0.96
1820,Far Cry 4,1.13,2.18,0.1,0.63,4.04
1821,Far Cry 4,0.8,0.69,0.01,0.14,1.63
1822,Far Cry 4,0.15,0.44,0.0,0.04,0.63
1823,Far Cry Instincts,0.32,0.24,0.0,0.02,0.57
1824,Far Cry Instincts Evolution,0.06,0.02,0.0,0.0,0.08
1825,Far Cry Instincts Predator,0.2,0.03,0.0,0.02,0.24
1826,Far Cry Vengeance,0.06,0.01,0.0,0.01,0.08
1827,Farming Simulator 17,0.03,0.58,0.0,0.04,0.65
1828,Farming Simulator 17,0.05,0.31,0.0,0.06,0.41
1829,Farming Simulator 2013,0.0,0.81,0.0,0.15,0.96
1830,Farming Simulator 2013,0.22,0.13,0.0,0.04,0.38
1831,Farming Simulator 2013,0.0,0.09,0.02,0.02,0.14
1832,Fast Racing Neo,0.0,0.01,0.0,0.0,0.01
1833,Fatal Frame,0.07,0.06,0.0,0.02,0.14
1834,Fatal Frame,0.04,0.01,0.0,0.0,0.06
1835,Fatal Frame: Maiden of Black Water,0.0,0.03,0.08,0.0,0.11
1836,Fatal Frame II: Crimson Butterfly,0.08,0.06,0.0,0.02,0.16
1837,Fatal Frame II: Crimson Butterfly Director's Cut,0.04,0.01,0.0,0.0,0.05
1838,Fatal Frame III: The Tormented,0.04,0.03,0.0,0.01,0.08
1839,Fatal Fury: Battle Archives Volume 1,0.02,0.01,0.0,0.0,0.04
1840,Fatal Inertia,0.12,0.0,0.0,0.01,0.13
1841,Fate/Extra,0.18,0.01,0.1,0.03,0.31
1842,Fat Princess: Fistful of Cake,0.08,0.02,0.0,0.02,0.12
1843,Fear Effect 2: Retro Helix,0.1,0.07,0.0,0.01,0.18
1844,Fear Factor: Unleashed,0.1,0.04,0.0,0.0,0.14
1845,Feel the Magic XY/XX,0.17,0.0,0.1,0.02,0.29
1846,Ferrari Challenge Trofeo Pirelli,0.0,0.03,0.0,0.01,0.04
1847,Ferrari F355 Challenge,0.03,0.02,0.0,0.01,0.05
1848,Field Commander,0.14,0.0,0.0,0.01,0.16
1849,FIFA 06: Road to FIFA World Cup,0.11,0.02,0.01,0.01,0.15
1850,FIFA 14,0.78,4.24,0.07,1.37,6.47
1851,FIFA 14,0.92,2.89,0.01,0.4,4.22
1852,FIFA 14,0.61,1.85,0.11,0.44,3.01
1853,FIFA 14,0.41,0.66,0.0,0.09,1.16
1854,FIFA 14,0.01,0.36,0.0,0.03,0.4
1855,FIFA 15,0.8,4.33,0.05,0.9,6.08
1856,FIFA 15,0.6,1.42,0.0,0.16,2.18
1857,FIFA 15,0.0,0.27,0.0,0.02,0.28
1858,FIFA 16,1.12,6.12,0.06,1.28,8.57
1859,FIFA 16,0.89,2.12,0.0,0.24,3.25
1860,FIFA 16,0.06,0.13,0.0,0.01,0.2
1861,FIFA 17,0.66,5.75,0.08,1.11,7.59
1862,FIFA 17,0.43,2.05,0.0,0.17,2.65
1863,FIFA 17,0.0,0.11,0.0,0.01,0.12
1864,FIFA 2001 Major League Soccer,0.18,0.12,0.0,0.02,0.32
1865,FIFA Manager 12,0.0,0.03,0.0,0.01,0.05
1866,FIFA Soccer,0.11,0.0,0.0,0.01,0.12
1867,FIFA Soccer,0.16,0.32,0.02,0.08,0.58
1868,FIFA Soccer 06,0.78,2.55,0.04,0.84,4.21
1869,FIFA Soccer 06,0.29,0.38,0.0,0.01,0.68
1870,FIFA Soccer 06,0.1,0.0,0.0,0.01,0.11
1871,FIFA Soccer 08,0.68,0.0,0.0,2.46,3.14
1872,FIFA Soccer 08,0.35,1.06,0.02,0.31,1.75
1873,FIFA Soccer 08,0.2,0.76,0.0,0.39,1.35
1874,FIFA Soccer 08,0.31,0.89,0.01,0.14,1.35
1875,FIFA Soccer 08,0.32,0.59,0.01,0.11,1.02
1876,FIFA Soccer 08,0.0,0.01,0.0,0.0,0.02
1877,FIFA Soccer 09,0.48,1.63,0.04,0.43,2.58
1878,FIFA Soccer 09,0.38,0.07,0.01,1.82,2.28
1879,FIFA Soccer 09,0.49,1.26,0.01,0.18,1.94
1880,FIFA Soccer 09,0.23,0.73,0.02,0.37,1.35
1881,FIFA Soccer 09,0.12,0.31,0.0,0.06,0.49
1882,FIFA Soccer 09,0.0,0.02,0.0,0.0,0.02
1883,FIFA Soccer 09 All-Play,0.28,0.51,0.0,0.09,0.89
1884,FIFA Soccer 10,0.6,2.45,0.05,0.52,3.62
1885,FIFA Soccer 10,0.59,1.79,0.01,0.23,2.62
1886,FIFA Soccer 10,0.15,0.67,0.01,0.31,1.15
1887,FIFA Soccer 10,0.23,0.64,0.0,0.11,0.98
1888,FIFA Soccer 10,0.0,0.04,0.0,0.01,0.05
1889,FIFA Soccer 11,0.61,3.28,0.06,1.12,5.07
1890,FIFA Soccer 11,0.71,2.39,0.02,0.4,3.52
1891,FIFA Soccer 11,0.13,0.69,0.01,0.36,1.2
1892,FIFA Soccer 11,0.26,0.69,0.0,0.12,1.07
1893,FIFA Soccer 11,0.0,0.14,0.0,0.04,0.18
1894,FIFA Soccer 13,1.06,5.01,0.13,1.97,8.16
1895,FIFA Soccer 13,1.09,3.47,0.03,0.57,5.16
1896,FIFA Soccer 13,0.17,0.27,0.0,0.04,0.47
1897,FIFA Soccer 13,0.0,0.28,0.05,0.11,0.44
1898,FIFA Soccer 13,0.02,0.31,0.0,0.07,0.4
1899,FIFA Soccer 13,0.06,0.2,0.0,0.03,0.29
1900,FIFA Soccer 2002,0.31,0.24,0.0,0.08,0.63
1901,FIFA Soccer 2002,0.14,0.04,0.0,0.0,0.18
1902,FIFA Soccer 2002,0.08,0.06,0.0,0.01,0.15
1903,FIFA Soccer 2003,0.46,2.28,0.05,0.61,3.4
1904,FIFA Soccer 2003,0.2,0.4,0.0,0.04,0.63
1905,FIFA Soccer 2003,0.06,0.02,0.0,0.0,0.08
1906,FIFA Soccer 2004,0.24,0.49,0.0,0.05,0.79
1907,FIFA Soccer 2004,0.05,0.01,0.0,0.0,0.07
1908,FIFA Soccer 2004,0.04,0.01,0.0,0.0,0.05
1909,FIFA Soccer 2005,0.58,2.48,0.04,0.59,3.7
1910,FIFA Soccer 2005,0.33,0.6,0.0,0.04,0.97
1911,FIFA Soccer 2005,0.11,0.03,0.0,0.0,0.14
1912,FIFA Soccer 2005,0.06,0.02,0.0,0.0,0.08
1913,FIFA Street,0.15,0.12,0.0,0.04,0.31
1914,FIFA Street,0.08,0.02,0.0,0.0,0.1
1915,FIFA Street,0.12,0.89,0.0,0.23,1.23
1916,FIFA Street,0.17,0.62,0.0,0.1,0.89
1917,FIFA Street 2,0.17,0.13,0.02,0.04,0.37
1918,FIFA Street 2,0.07,0.05,0.0,0.02,0.13
1919,FIFA Street 2,0.09,0.02,0.0,0.0,0.11
1920,FIFA Street 2,0.06,0.02,0.0,0.0,0.08
1921,FIFA Street 2,0.04,0.0,0.0,0.0,0.04
1922,FIFA Street 3,0.08,0.18,0.0,0.06,0.32
1923,FIFA Street 3,0.14,0.14,0.0,0.03,0.32
1924,FIFA World Cup Germany 2006,0.47,0.02,0.0,0.08,0.57
1925,FIFA World Cup Germany 2006,0.19,0.27,0.01,0.0,0.48
1926,FIFA World Cup Germany 2006,0.18,0.05,0.0,0.01,0.24
1927,FIFA World Cup Germany 2006,0.1,0.03,0.0,0.0,0.13
1928,FIFA World Cup Germany 2006,0.1,0.0,0.0,0.01,0.11
1929,FIFA World Cup Germany 2006,0.03,0.0,0.0,0.0,0.04
1930,FIFA World Cup Germany 2006,0.02,0.01,0.0,0.0,0.03
1931,Fight Club,0.09,0.07,0.0,0.02,0.18
1932,Fight Club,0.08,0.02,0.0,0.0,0.11
1933,Fighter Maker 2,0.03,0.03,0.0,0.01,0.07
1934,Fighters Uncaged,0.31,0.23,0.0,0.06,0.6
1935,Fighter Within,0.11,0.07,0.0,0.02,0.19
1936,Fighting Fantasy: The Warlock of Firetop Mountain,0.08,0.0,0.0,0.01,0.09
1937,Fight Night 2004,1.08,0.2,0.0,0.2,1.48
1938,Fight Night 2004,0.51,0.15,0.0,0.02,0.68
1939,Fight Night Champion,0.45,0.49,0.0,0.18,1.11
1940,Fight Night Champion,0.4,0.31,0.0,0.07,0.78
1941,Fight Night Round 2,0.72,0.03,0.0,0.12,0.87
1942,Fight Night Round 2,0.42,0.16,0.0,0.02,0.6
1943,Fight Night Round 2,0.13,0.03,0.0,0.0,0.17
1944,Fight Night Round 3,0.81,0.58,0.01,0.26,1.67
1945,Fight Night Round 3,1.07,0.4,0.0,0.1,1.56
1946,Fight Night Round 3,1.33,0.03,0.01,0.1,1.47
1947,Fight Night Round 3,0.46,0.01,0.0,0.04,0.52
1948,Fight Night Round 3,0.26,0.06,0.0,0.01,0.33
1949,Fight Night Round 4,0.92,0.4,0.0,0.2,1.52
1950,Fight Night Round 4,0.95,0.33,0.0,0.13,1.4
1951,Final Fantasy: Crystal Chronicles,0.72,0.38,0.36,0.04,1.49
1952,Final Fantasy: The 4 Heroes of Light,0.22,0.1,0.23,0.03,0.58
1953,Final Fantasy Anniversary Edition,0.39,0.02,0.13,0.04,0.58
1954,Final Fantasy Anthology,0.45,0.3,0.0,0.05,0.8
1955,Final Fantasy Chronicles,0.29,0.2,0.0,0.03,0.52
1956,Final Fantasy Crystal Chronicles: Echoes of Time,0.12,0.06,0.27,0.02,0.47
1957,Final Fantasy Crystal Chronicles: Echoes of Time,0.13,0.06,0.05,0.02,0.25
1958,Final Fantasy Crystal Chronicles: Ring of Fates,0.22,0.01,0.42,0.02,0.66
1959,Final Fantasy Crystal Chronicles: The Crystal Bearers,0.21,0.07,0.08,0.03,0.39
1960,Final Fantasy Explorers,0.16,0.07,0.28,0.02,0.54
1961,Final Fantasy Fables: Chocobo's Dungeon,0.09,0.0,0.11,0.01,0.21
1962,Final Fantasy Fables: Chocobo Tales,0.1,0.01,0.12,0.01,0.24
1963,Final Fantasy II Anniversary Edition,0.36,0.02,0.07,0.04,0.5
1964,Final Fantasy III,0.89,0.04,1.07,0.09,2.08
1965,Final Fantasy IV,0.51,0.04,0.62,0.05,1.21
1966,Final Fantasy IV: The Complete Collection,0.13,0.09,0.27,0.06,0.56
1967,Final Fantasy IV Advance,0.27,0.1,0.22,0.01,0.61
1968,Final Fantasy IX,1.62,0.77,2.78,0.14,5.3
1969,Final Fantasy Tactics,0.93,0.12,1.34,0.06,2.45
1970,Final Fantasy Tactics: The War of the Lions,0.45,0.24,0.3,0.16,1.16
1971,Final Fantasy Tactics A2: Grimoire of the Rift,0.38,0.03,0.3,0.04,0.75
1972,Final Fantasy Tactics Advance,0.82,0.37,0.89,0.05,2.13
1973,Final Fantasy V Advance,0.0,0.0,0.26,0.01,0.26
1974,Final Fantasy VI Advance,0.0,0.0,0.28,0.01,0.28
1975,Final Fantasy VII,3.01,2.47,3.28,0.96,9.72
1976,Final Fantasy VIII,2.28,1.72,3.63,0.23,7.86
1977,Final Fantasy X,2.91,2.07,2.73,0.33,8.05
1978,Final Fantasy X / X-2 HD Remaster,0.43,0.36,0.32,0.16,1.27
1979,Final Fantasy X / X-2 HD Remaster,0.16,0.24,0.28,0.12,0.8
1980,Final Fantasy X-2,1.92,1.08,2.11,0.17,5.29
1981,Final Fantasy XI,0.17,0.01,0.0,0.01,0.19
1982,Final Fantasy XI: Chains of Promathia,0.12,0.09,0.0,0.03,0.25
1983,Final Fantasy XI: Treasures of Aht Urhgan,0.06,0.05,0.1,0.02,0.23
1984,Final Fantasy XI: Wings of the Goddess,0.26,0.0,0.02,0.02,0.3
1985,Final Fantasy XII,1.88,0.0,2.33,1.74,5.95
1986,Final Fantasy XII: Revenant Wings,0.33,0.41,0.54,0.1,1.37
1987,Final Fantasy XIII,1.74,1.21,1.87,0.51,5.33
1988,Final Fantasy XIII,1.28,0.67,0.01,0.21,2.16
1989,Final Fantasy XIII-2,0.78,0.73,0.89,0.23,2.63
1990,Final Fantasy XIII-2,0.36,0.29,0.02,0.06,0.73
1991,Final Fantasy XIV: Heavensward,0.0,0.06,0.06,0.01,0.13
1992,Final Fantasy XIV: Heavensward,0.01,0.01,0.0,0.0,0.02
1993,Final Fight: Streetwise,0.03,0.02,0.0,0.01,0.05
1994,Final Fight: Streetwise,0.01,0.0,0.0,0.0,0.02
1995,Final Fight One,0.09,0.03,0.08,0.0,0.21
1996,Finding Nemo,0.69,0.18,0.0,0.02,0.89
1997,Fire Emblem,0.49,0.18,0.29,0.01,0.97
1998,Fire Emblem: Awakening,0.9,0.45,0.54,0.13,2.01
1999,Fire Emblem: Path of Radiance,0.29,0.08,0.16,0.01,0.54
2000,Fire Emblem: Radiant Dawn,0.27,0.03,0.17,0.03,0.49
2001,Fire Emblem: Shadow Dragon,0.29,0.02,0.27,0.03,0.61
2002,Fire Emblem: The Sacred Stones,0.42,0.16,0.3,0.02,0.89
2003,Fire Pro Wrestling Returns,0.04,0.03,0.0,0.01,0.09
2004,Fisherman's Challenge,0.02,0.02,0.0,0.01,0.04
2005,Fishing Master,0.29,0.0,0.0,0.02,0.31
2006,Fishing Resort,0.14,0.0,0.25,0.01,0.39
2007,Fish Tycoon,0.24,0.0,0.0,0.02,0.26
2008,Fist of the North Star: Ken's Rage,0.06,0.03,0.55,0.01,0.66
2009,Fist of the North Star: Ken's Rage,0.07,0.02,0.06,0.01,0.16
2010,Fist of the North Star: Ken's Rage 2,0.0,0.0,0.3,0.0,0.3
2011,Fist of the North Star: Ken's Rage 2,0.03,0.01,0.02,0.0,0.06
2012,Fist of the North Star: Ken's Rage 2,0.0,0.0,0.02,0.0,0.02
2013,Flash Focus: Vision Training in Minutes a Day,0.86,1.56,1.05,0.35,3.83
2014,FlatOut,0.19,0.15,0.0,0.05,0.38
2015,FlatOut,0.12,0.04,0.0,0.01,0.17
2016,FlatOut: Head On,0.13,0.1,0.0,0.06,0.29
2017,FlatOut: Ultimate Carnage,0.07,0.02,0.0,0.01,0.11
2018,FlatOut: Ultimate Carnage,0.0,0.01,0.0,0.0,0.01
2019,FlatOut 2,0.08,0.06,0.0,0.02,0.16
2020,FlatOut 2,0.03,0.01,0.0,0.0,0.04
2021,FlingSmash,0.37,0.01,0.07,0.02,0.47
2022,Flipnic: Ultimate Pinball,0.03,0.02,0.0,0.01,0.06
2023,"Flower, Sun, and Rain",0.06,0.0,0.0,0.0,0.07
2024,Folklore,0.2,0.04,0.05,0.03,0.32
2025,Food Network: Cook or Be Cooked,0.41,0.0,0.0,0.03,0.44
2026,Football Manager 2010,0.0,0.06,0.0,0.01,0.07
2027,Football Manager 2011,0.0,1.01,0.0,0.25,1.26
2028,Football Manager 2012,0.02,1.16,0.0,0.33,1.51
2029,Football Manager 2013,0.0,0.95,0.0,0.21,1.15
2030,Football Manager 2014,0.0,0.6,0.0,0.03,0.64
2031,Football Manager 2015,0.0,0.44,0.0,0.03,0.46
2032,Football Manager 2016,0.0,0.33,0.0,0.02,0.35
2033,Football Manager 2017,0.0,0.09,0.0,0.01,0.09
2034,Football Manager Handheld 2010,0.0,0.26,0.0,0.09,0.35
2035,Football Manager Handheld 2011,0.0,0.27,0.0,0.14,0.41
2036,Football Manager Live,0.0,0.01,0.0,0.0,0.01
2037,Ford Mustang: The Legend Lives,0.14,0.11,0.0,0.04,0.29
2038,Ford Racing,0.48,0.33,0.0,0.06,0.86
2039,Ford Racing 2,0.49,0.38,0.0,0.13,1.0
2040,Ford Racing 3,0.13,0.1,0.0,0.03,0.26
2041,Ford Racing Off Road,0.06,0.39,0.0,0.01,0.47
2042,Forever Kingdom,0.02,0.02,0.04,0.01,0.09
2043,Forgotten Realms: Demon Stone,0.1,0.08,0.0,0.03,0.2
2044,Forgotten Realms: Demon Stone,0.06,0.02,0.0,0.0,0.09
2045,Formula One 2001,0.13,0.1,0.0,0.03,0.26
2046,Fortune Street,0.25,0.03,0.17,0.02,0.48
2047,Forza Horizon,0.82,0.93,0.04,0.18,1.96
2048,Forza Horizon 2,0.5,0.78,0.01,0.11,1.4
2049,Forza Horizon 3,0.42,0.58,0.0,0.08,1.08
2050,Forza Motorsport,0.52,0.51,0.0,0.02,1.05
2051,Forza Motorsport 2,2.35,1.27,0.03,0.41,4.05
2052,Forza Motorsport 3,2.99,1.9,0.1,0.5,5.49
2053,Forza Motorsport 4,2.08,1.97,0.06,0.46,4.57
2054,Forza Motorsport 5,1.21,0.79,0.01,0.19,2.2
2055,Forza Motorsport 6,0.73,0.9,0.03,0.14,1.8
2056,Fossil Fighters,0.83,0.0,0.0,0.06,0.89
2057,Fossil Fighters: Champions,0.31,0.0,0.34,0.02,0.67
2058,Fossil Fighters: Frontier,0.08,0.04,0.23,0.01,0.36
2059,Fracture,0.15,0.14,0.0,0.04,0.33
2060,Fracture,0.11,0.04,0.0,0.02,0.16
