uniqueId,name,yearReleased,genre,publisher,developer,rating,naSales,euSales,jpSales,otherSales,globalSales,criticScore,criticCount,userScore,userCount
3228,Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,n-Space,T,0.25,0.05,0.0,0.03,0.32,50,8,5.2,16
3229,Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,n-Space,E10+,0.16,0.03,0.0,0.02,0.2,65,7,6.7,9
3230,Marvel Avengers: Battle for Earth,2012,Action,Ubisoft,Ubisoft Quebec,T,0.06,0.04,0.0,0.01,0.12,50,10,5.0,25
3231,Marvel Avengers: Battle for Earth,2012,Action,Ubisoft,Ubisoft Quebec,T,0.02,0.0,0.0,0.0,0.02,62,11,7.3,12
3232,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,"EA Canada, Nihilistic",T,0.64,0.02,0.0,0.1,0.77,53,30,6.3,46
3233,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,"EA Canada, Nihilistic",T,0.3,0.08,0.0,0.01,0.38,54,19,5.7,24
3234,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,EA Canada,T,0.29,0.0,0.0,0.02,0.32,58,15,8.7,30
3235,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,"EA Canada, Nihilistic",T,0.21,0.06,0.0,0.01,0.28,58,34,7.5,20
3236,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,"EA Canada, Sensory Sweep",E10+,0.08,0.0,0.0,0.01,0.08,34,6,6.5,16
3237,Marvel Super Hero Squad,2009,Fighting,THQ,THQ,E10+,0.36,0.02,0.0,0.03,0.41,61,4,2.8,4
3238,Marvel Super Hero Squad,2009,Fighting,THQ,Blue Tongue Entertainment,E10+,0.3,0.03,0.0,0.03,0.36,49,16,6.2,14
3239,Marvel Super Hero Squad: The Infinity Gauntlet,2010,Action,THQ,THQ,E10+,0.12,0.02,0.0,0.01,0.15,55,10,6.3,6
3240,Marvel Trading Card Game,2007,Misc,Konami Digital Entertainment,1st Playable Productions,T,0.11,0.0,0.0,0.01,0.12,61,17,4.9,7
3241,Marvel vs. Capcom 3: Fate of Two Worlds,2011,Fighting,Capcom,Capcom,T,0.81,0.28,0.11,0.14,1.34,84,56,7.3,147
3242,Mass Effect,2007,Role-Playing,Microsoft Game Studios,BioWare,M,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1692
3243,Mass Effect,2008,Role-Playing,Electronic Arts,"BioWare, Demiurge Studios",M,0.0,0.59,0.0,0.08,0.67,89,45,8.6,2386
3244,Mass Effect 2,2010,Role-Playing,Electronic Arts,BioWare,M,1.99,0.81,0.03,0.27,3.1,96,98,8.9,3143
3245,Mass Effect 2,2010,Role-Playing,Electronic Arts,BioWare,M,0.01,0.32,0.0,0.06,0.39,94,55,8.8,3559
3246,Mass Effect 2,2011,Role-Playing,Electronic Arts,BioWare,M,0.78,0.45,0.03,0.19,1.45,94,62,8.5,1081
3247,Mass Effect 3,2012,Role-Playing,Electronic Arts,BioWare,M,1.94,0.84,0.03,0.24,3.04,93,74,5.8,3725
3248,Mass Effect 3,2012,Role-Playing,Electronic Arts,BioWare,M,0.63,0.56,0.03,0.2,1.42,93,30,5.5,1849
3249,Mass Effect 3,2012,Role-Playing,Electronic Arts,BioWare,M,0.4,0.44,0.0,0.12,0.97,89,23,5.5,5926
3250,Mat Hoffman's Pro BMX,2001,Sports,Activision,Shaba Games,E,0.3,0.2,0.0,0.04,0.54,80,15,8.6,16
3251,Mat Hoffman's Pro BMX 2,2002,Sports,Activision,Rainbow Studios,T,0.23,0.18,0.0,0.06,0.46,76,22,9.1,7
3252,Maximo: Ghosts to Glory,2001,Platform,Capcom,Capcom,T,0.38,0.29,0.0,0.1,0.77,84,33,8.7,16
3253,Maximo vs Army of Zin,2003,Platform,Capcom,Capcom,T,0.1,0.08,0.0,0.03,0.21,83,46,7.8,13
3254,Maximum Capacity: Hotel Giant,2002,Strategy,JoWood Productions,JoWooD Entertainment AG,T,0.0,0.02,0.0,0.0,0.02,59,11,7.7,9
3255,Max Payne,2001,Shooter,Take-Two Interactive,Rockstar Toronto,M,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86
3256,Max Payne,2001,Shooter,Take-Two Interactive,neo Software,M,0.98,0.19,0.0,0.05,1.22,89,24,8.3,61
3257,Max Payne,2001,Shooter,Take-Two Interactive,Remedy Entertainment,M,0.0,0.02,0.0,0.0,0.02,89,32,9.1,1016
3258,Max Payne,2003,Shooter,Take-Two Interactive,Mobius Entertainment,M,0.02,0.01,0.0,0.0,0.03,78,33,7.8,13
3259,Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,Rockstar Vienna,M,0.65,0.51,0.0,0.17,1.34,73,27,8.2,63
3260,Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,Remedy Entertainment,M,0.47,0.15,0.0,0.02,0.64,84,34,8.4,49
3261,Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,Remedy Entertainment,M,0.0,0.02,0.0,0.0,0.03,86,46,9.0,802
3262,Max Payne 3,2012,Shooter,Take-Two Interactive,Rockstar Studios,M,0.59,0.89,0.06,0.3,1.85,87,31,7.8,790
3263,Max Payne 3,2012,Shooter,Take-Two Interactive,Rockstar Studios,M,0.86,0.62,0.01,0.13,1.62,86,80,7.8,869
3264,Max Payne 3,2012,Shooter,Take-Two Interactive,Rockstar Studios,M,0.16,0.22,0.0,0.05,0.43,87,30,7.6,2202
3265,Mayhem 3D,2011,Racing,Evolved Games,Zoo Games,E10+,0.06,0.0,0.0,0.0,0.07,47,4,8.6,9
3266,MC Groovz Dance Craze,2004,Misc,Mad Catz,Mad Catz,E,0.15,0.04,0.0,0.01,0.2,42,8,6.8,9
3267,MDK2 Armageddon,2001,Shooter,Virgin Interactive,BioWare,T,0.08,0.07,0.0,0.02,0.17,80,19,8.3,11
3268,MechAssault,2002,Simulation,Microsoft Game Studios,Day 1 Studios,T,1.01,0.1,0.0,0.03,1.13,87,32,8.0,47
3269,MechAssault: Phantom War,2006,Simulation,Majesco Entertainment,Backbone Entertainment,T,0.03,0.0,0.0,0.0,0.03,66,16,4.5,4
3270,MechAssault 2: Lone Wolf,2004,Simulation,Microsoft Game Studios,Day 1 Studios,T,0.27,0.08,0.0,0.01,0.36,81,66,7.5,23
3271,Medabots: Infinity,2003,Role-Playing,Ubisoft,Imagineer,E,0.04,0.01,0.0,0.0,0.05,51,6,8.0,7
3272,Medal of Honor,1998,Shooter,Electronic Arts,Dreamworks Interactive,T,1.44,1.09,0.0,0.14,2.67,92,17,8.6,80
3273,Medal of Honor,2010,Shooter,Electronic Arts,"EA DICE, Danger Close",M,1.28,1.04,0.07,0.42,2.81,75,56,7.5,286
3274,Medal of Honor,2010,Shooter,Electronic Arts,"Dice, Danger Close",M,1.56,0.8,0.04,0.21,2.61,74,71,6.7,288
3275,Medal of Honor,2010,Shooter,Electronic Arts,"Dice, Danger Close",M,0.2,0.23,0.0,0.06,0.49,72,26,6.4,516
3276,Medal of Honor: Airborne,2007,Shooter,Electronic Arts,Electronic Arts,T,0.25,0.69,0.03,0.25,1.21,75,16,7.6,39
3277,Medal of Honor: Airborne,2007,Shooter,Electronic Arts,Electronic Arts,T,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77
3278,Medal of Honor: Airborne,2007,Shooter,Electronic Arts,Electronic Arts,T,0.0,0.04,0.0,0.01,0.05,78,38,7.3,204
3279,Medal of Honor: Frontline,2002,Shooter,Electronic Arts,EA LA,T,2.93,2.75,0.17,0.99,6.83,88,29,8.5,135
3280,Medal of Honor: Frontline,2002,Shooter,Electronic Arts,EA LA,T,1.0,0.43,0.0,0.06,1.49,81,18,6.9,23
3281,Medal of Honor: Frontline,2002,Shooter,Electronic Arts,Dreamworks Games,T,0.46,0.12,0.0,0.02,0.59,80,16,7.9,16
3282,Medal of Honor: Infiltrator,2003,Shooter,Electronic Arts,Netherock Ltd.,T,0.11,0.04,0.0,0.0,0.15,80,19,7.2,12
3283,Medal of Honor: Rising Sun,2003,Shooter,Electronic Arts,EA LA,T,1.98,2.23,0.13,0.8,5.13,68,30,7.6,100
3284,Medal of Honor: Rising Sun,2003,Shooter,Electronic Arts,EA LA,T,0.76,0.36,0.0,0.05,1.17,65,23,5.8,28
3285,Medal of Honor: Rising Sun,2003,Shooter,Electronic Arts,EA LA,T,0.33,0.09,0.0,0.01,0.42,68,24,6.4,13
3286,Medal of Honor: Underground,2000,Shooter,Electronic Arts,Dreamworks Interactive,T,0.54,0.37,0.0,0.06,0.97,86,16,9.0,44
3287,Medal of Honor: Underground,2002,Shooter,Zoo Digital Publishing,Rebellion,T,0.05,0.02,0.0,0.0,0.08,46,5,1.7,11
3288,Medal of Honor: Vanguard,2007,Shooter,Electronic Arts,BudCat,T,0.06,0.03,0.0,0.01,0.09,56,29,7.0,24
3289,Medal of Honor: Vanguard,2007,Shooter,Electronic Arts,Electronic Arts,T,0.0,0.0,0.03,0.0,0.03,63,29,6.1,34
3290,Medal of Honor: Warfighter,2012,Action,Electronic Arts,Danger Close,M,0.48,0.62,0.06,0.26,1.41,55,22,6.0,250
3291,Medal of Honor: Warfighter,2012,Action,Electronic Arts,Danger Close,M,0.59,0.45,0.01,0.1,1.15,53,43,5.4,437
3292,Medal of Honor: Warfighter,2012,Action,Electronic Arts,Danger Close,M,0.14,0.15,0.0,0.04,0.33,55,30,5.4,599
3293,Medal of Honor European Assault,2005,Shooter,Electronic Arts,EA LA,T,0.32,0.19,0.0,0.02,0.53,72,42,7.0,15
3294,Medal of Honor European Assault,2005,Shooter,Electronic Arts,EA LA,T,0.19,0.05,0.0,0.01,0.25,71,22,7.9,14
3295,Medal of Honor Heroes,2006,Shooter,Electronic Arts,Team Fusion,T,0.86,1.11,0.01,0.66,2.65,71,24,7.9,47
3296,Medal of Honor Heroes 2,2007,Shooter,Electronic Arts,EA LA,T,0.5,0.39,0.02,0.25,1.15,69,20,7.3,30
3297,Medal of Honor Heroes 2,2007,Shooter,Electronic Arts,EA Canada,T,0.33,0.04,0.01,0.03,0.41,73,37,7.6,82
3298,Medieval II: Total War,2006,Strategy,Sega,Creative Assembly,T,0.0,0.08,0.0,0.02,0.1,88,39,8.9,648
3299,Medieval Moves: Deadmund's Quest,2011,Action,Sony Computer Entertainment,Zindagi Games,E10+,0.13,0.11,0.0,0.04,0.28,61,41,6.5,17
3300,MediEvil: Resurrection,2005,Adventure,Sony Computer Entertainment,SCEE,T,0.19,0.41,0.0,0.22,0.81,66,43,8.7,52
3301,Mega Man Anniversary Collection,2004,Platform,Capcom,Atomic Planet Entertainment,E,0.29,0.22,0.0,0.08,0.59,81,26,9.0,20
3302,Mega Man Anniversary Collection,2004,Platform,Capcom,Atomic Planet Entertainment,E,0.32,0.08,0.0,0.01,0.42,81,32,8.8,17
3303,Mega Man Anniversary Collection,2005,Platform,Capcom,Atomic Planet Entertainment,E,0.1,0.03,0.0,0.0,0.13,80,12,9.2,5
3304,Mega Man Battle Chip Challenge,2003,Misc,Capcom,Capcom,E,0.08,0.03,0.0,0.0,0.11,54,25,8.3,8
3305,Mega Man Battle Network,2001,Role-Playing,Capcom,Capcom,E,0.14,0.05,0.22,0.01,0.42,79,10,8.9,24
3306,Mega Man Battle Network 2,2002,Action,Ubisoft,Capcom,E,0.22,0.08,0.0,0.01,0.31,81,15,9.0,21
3307,Mega Man Legacy Collection,2016,Platform,Capcom,Digital Eclipse,E,0.14,0.0,0.05,0.02,0.21,77,27,7.1,26
3308,Mega Man Legacy Collection,2016,Platform,Capcom,Digital Eclipse,E,0.07,0.0,0.0,0.02,0.08,77,22,6.1,55
3309,Mega Man Legends 2,2000,Adventure,Capcom,Capcom,E,0.17,0.12,0.1,0.03,0.42,76,10,8.8,29
3310,Mega Man Maverick Hunter X,2005,Platform,Capcom,Capcom,E10+,0.27,0.01,0.0,0.03,0.31,79,34,8.3,44
3311,Mega Man Network Transmission,2003,Platform,Capcom,Arika,E,0.13,0.03,0.0,0.0,0.17,65,28,7.6,13
3312,Mega Man Powered Up,2006,Platform,Capcom,Capcom,E,0.12,0.01,0.0,0.02,0.14,82,28,7.5,36
3313,Mega Man X: Command Mission,2004,Role-Playing,Capcom,"Valuewave Co.,Ltd.",E,0.09,0.07,0.0,0.02,0.18,69,27,7.1,18
3314,Mega Man X: Command Mission,2004,Role-Playing,Capcom,Capcom,E,0.1,0.02,0.0,0.0,0.12,67,21,7.3,12
3315,Mega Man X5,2000,Platform,Capcom,Capcom,E,0.3,0.21,0.2,0.05,0.75,76,10,8.9,55
3316,Mega Man X6,2001,Action,Capcom,Capcom,E,0.14,0.1,0.16,0.03,0.42,65,14,6.8,44
3317,Mega Man X7,2003,Action,Capcom,"Valuewave Co.,Ltd.",E,0.22,0.17,0.14,0.06,0.58,58,30,5.1,38
3318,Mega Man X8,2004,Platform,Capcom,"Valuewave Co.,Ltd.",E,0.14,0.11,0.0,0.04,0.29,68,23,8.5,63
3319,Mega Man X Collection,2006,Misc,Capcom,Capcom,E,0.1,0.03,0.0,0.0,0.13,75,23,9.2,12
3320,Mega Man Zero,2002,Platform,Capcom,Inti,E,0.22,0.08,0.24,0.01,0.55,82,17,8.9,31
3321,Mega Man Zero 2,2003,Platform,Capcom,Inti,E,0.18,0.07,0.17,0.01,0.43,81,17,8.6,18
3322,Mega Man Zero 3,2004,Platform,Capcom,Inti,E,0.16,0.06,0.0,0.0,0.22,77,21,9.0,22
3323,Mega Man Zero 4,2005,Platform,Capcom,Inti,E,0.08,0.03,0.0,0.0,0.11,77,17,9.1,21
3324,Mega Man Zero Collection,2010,Platform,Capcom,"Inti, Inti Creates",E,0.17,0.01,0.11,0.02,0.31,78,15,8.9,39
3325,Mega Man ZX,2006,Platform,Capcom,Inti Creates,E,0.16,0.0,0.1,0.02,0.28,76,37,8.3,32
3326,Mega Man ZX Advent,2007,Platform,Capcom,Inti Creates,E10+,0.22,0.0,0.09,0.02,0.33,78,27,8.6,32
3327,Megamind: Ultimate Showdown,2010,Action,THQ,THQ Australia,E10+,0.07,0.05,0.0,0.02,0.15,43,5,4.2,6
3328,Megamind: Ultimate Showdown,2010,Action,THQ,THQ Australia,E10+,0.07,0.04,0.0,0.01,0.12,33,7,4.3,6
3329,Men in Black II: Alien Escape,2002,Shooter,Infogrames,Melbourne House,T,0.24,0.19,0.0,0.06,0.5,50,19,7.3,6
3330,Men of Valor,2004,Shooter,Vivendi Games,2015,M,0.19,0.05,0.0,0.01,0.25,73,47,8.0,8
3331,Men of War,2009,Strategy,505 Games,Best Way,M,0.01,0.02,0.0,0.0,0.03,80,22,8.1,136
3332,Men of War: Assault Squad,2011,Strategy,1C Company,"THQ, 1C, 1C Company",T,0.01,0.03,0.0,0.01,0.05,77,21,8.2,93
3333,Men of War: Vietnam,2011,Strategy,Unknown,Best Way,T,0.0,0.03,0.0,0.01,0.04,68,19,4.9,35
3334,Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,Pandemic Studios,T,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152
3335,Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,Pandemic Studios,T,0.29,0.39,0.02,0.16,0.87,72,43,7.1,73
3336,Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,Artificial Mind and Movement,T,0.21,0.0,0.0,0.17,0.38,49,10,7.4,31
3337,Mercury Meltdown,2006,Action,Atari,Ignition Entertainment,E,0.05,0.0,0.0,0.01,0.06,78,36,7.8,8
3338,Mercury Meltdown Revolution,2007,Action,Ignition Entertainment,Ignition Entertainment,E,0.16,0.0,0.0,0.01,0.17,77,41,7.4,16
3339,Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,Mass Media,T,0.17,0.13,0.0,0.04,0.35,81,28,8.9,17
3340,Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,Swingin' Ape,T,0.13,0.04,0.0,0.01,0.17,82,35,8.7,15
3341,Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,Swingin' Ape,T,0.08,0.02,0.0,0.0,0.1,83,30,9.3,19
3342,Metal Dungeon,2002,Role-Playing,Xicat Interactive,Panther Software,T,0.02,0.01,0.0,0.0,0.03,44,14,7.2,5
3343,Metal Gear Rising: Revengeance,2013,Action,Konami Digital Entertainment,PlatinumGames,M,0.45,0.37,0.44,0.16,1.42,80,61,7.9,746
3344,Metal Gear Rising: Revengeance,2013,Action,Konami Digital Entertainment,PlatinumGames,M,0.3,0.14,0.0,0.04,0.48,82,46,7.8,358
3345,Metal Gear Solid,1998,Action,Konami Digital Entertainment,KCEJ,M,3.18,1.83,0.78,0.24,6.03,94,20,9.4,918
3346,Metal Gear Solid: Digital Graphic Novel,2006,Misc,Konami Digital Entertainment,Kojima Productions,M,0.02,0.0,0.02,0.0,0.04,78,22,7.2,21
3347,Metal Gear Solid: Peace Walker,2010,Action,Konami Digital Entertainment,Kojima Productions,T,0.46,0.41,0.96,0.24,2.06,89,66,8.9,443
3348,Metal Gear Solid: Portable Ops,2006,Action,Konami Digital Entertainment,Kojima Productions,M,0.38,0.35,0.38,0.08,1.18,87,54,8.2,147
3349,Metal Gear Solid: Portable Ops Plus,2007,Action,Konami Digital Entertainment,Kojima Productions,T,0.26,0.0,0.26,0.17,0.69,65,19,7.5,27
3350,Metal Gear Solid: Snake Eater 3D,2012,Action,Konami Digital Entertainment,Kojima Productions,M,0.15,0.11,0.1,0.02,0.38,78,46,7.8,167
3351,Metal Gear Solid: The Legacy Collection,2013,Adventure,Konami Digital Entertainment,Konami,M,0.31,0.01,0.03,0.06,0.4,93,4,9.0,255
3352,Metal Gear Solid: The Twin Snakes,2004,Action,Konami Digital Entertainment,Silicon Knights,M,0.3,0.08,0.07,0.01,0.47,85,54,9.0,142
3353,Metal Gear Solid 2: Sons of Liberty,2001,Action,Konami Digital Entertainment,KCEJ,M,2.45,2.01,0.87,0.72,6.05,96,42,8.7,1026
3354,Metal Gear Solid 2: Substance,2002,Action,Konami Digital Entertainment,KCEJ,M,0.18,0.14,0.16,0.05,0.52,87,17,9.0,126
3355,Metal Gear Solid 3: Snake Eater,2004,Action,Konami Digital Entertainment,KCEJ,M,1.46,0.0,0.83,1.93,4.23,91,68,9.3,955
3356,Metal Gear Solid 3: Subsistence,2005,Action,Konami Digital Entertainment,Aspect,M,0.34,0.01,0.15,0.06,0.55,94,53,9.3,439
3357,Metal Gear Solid 4: Guns of the Patriots,2008,Action,Konami Digital Entertainment,Kojima Productions,M,2.63,1.71,0.83,0.82,5.99,94,82,8.7,3558
3358,Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,Kojima Productions,M,0.45,0.47,0.17,0.18,1.27,75,70,6.2,1311
3359,Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,Kojima Productions,M,0.14,0.12,0.27,0.05,0.59,66,5,5.9,242
3360,Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,Kojima Productions,M,0.15,0.11,0.0,0.02,0.29,76,13,5.4,348
3361,Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,Kojima Productions,M,0.0,0.01,0.0,0.0,0.01,80,20,7.6,412
3362,Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",M,1.09,1.36,0.49,0.48,3.41,93,86,8.2,3943
3363,Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",M,0.41,0.26,0.01,0.07,0.75,95,10,7.3,900
3364,Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,Kojima Productions,M,0.0,0.07,0.0,0.0,0.08,91,13,7.7,1963
3365,Metal Saga,2005,Role-Playing,Success,Crea-Tech,T,0.01,0.01,0.0,0.0,0.03,62,26,7.3,9
3366,Metal Slug 3,2004,Shooter,Ignition Entertainment,SNK,T,0.08,0.02,0.0,0.0,0.1,76,56,5.1,15
3367,Metal Slug 7,2008,Shooter,Ignition Entertainment,SNK Playmore,T,0.12,0.0,0.01,0.01,0.14,70,38,7.4,13
3368,Metal Slug Advance,2004,Shooter,Ignition Entertainment,Noise Factory,T,0.06,0.02,0.0,0.0,0.08,79,32,8.3,14
3369,Metal Slug Anthology,2006,Shooter,Ignition Entertainment,Terminal Reality,T,0.12,0.01,0.0,0.01,0.14,73,38,8.0,22
3370,Metal Slug Anthology,2007,Shooter,Ignition Entertainment,Terminal Reality,T,0.02,0.0,0.02,0.01,0.05,78,26,7.4,25
3371,Metal Slug Anthology,2007,Shooter,Ignition Entertainment,Terminal Reality,T,0.0,0.0,0.01,0.0,0.01,80,20,8.1,16
3372,Metal Slug X,2001,Shooter,Virgin Interactive,ProSoft,T,0.05,0.03,0.0,0.01,0.09,85,9,8.8,31
3373,Metal Slug XX,2009,Shooter,DHM Interactive,SNK Playmore,T,0.03,0.0,0.0,0.0,0.04,67,22,6.1,9
3374,Meteos,2005,Puzzle,Nintendo,Q Entertainment,E,0.15,0.01,0.06,0.01,0.23,88,49,7.5,164
3375,Meteos: Disney Magic,2007,Puzzle,Disney Interactive Studios,Q Entertainment,E,0.01,0.02,0.0,0.0,0.04,74,36,6.6,5
3376,Metro: Last Light,2013,Action,Deep Silver,4A Games,,0.14,0.18,0.03,0.07,0.42,80,23,8.2,508
3377,Metro: Last Light,2013,Action,Deep Silver,4A Games,,0.17,0.15,0.0,0.03,0.35,80,20,8.4,440
3378,Metro: Last Light,2013,Action,Deep Silver,4A Games,M,0.06,0.11,0.0,0.02,0.19,82,71,8.6,2654
3379,Metro 2033,2010,Shooter,THQ,4A Games,M,0.22,0.23,0.03,0.05,0.54,77,83,7.9,351
3380,Metro 2033,2010,Shooter,THQ,4A Games,M,0.0,0.19,0.0,0.05,0.24,81,40,8.1,1472
3381,Metroid: Other M,2010,Action,Nintendo,Team Ninja,T,0.85,0.27,0.13,0.1,1.34,79,71,6.5,482
3382,Metroid: Zero Mission,2004,Adventure,Nintendo,Nintendo,E,0.6,0.22,0.0,0.01,0.84,89,50,9.0,132
3383,Metroid Fusion,2002,Action,Nintendo,Nintendo,E,1.18,0.27,0.17,0.06,1.68,92,44,9.1,200
3384,Metroid Prime,2002,Shooter,Nintendo,Retro Studios,T,1.96,0.67,0.1,0.09,2.82,97,70,9.3,747
3385,Metroid Prime: Federation Force,2016,Action,Nintendo,"Next Level Games, Nintendo",T,0.02,0.01,0.01,0.0,0.05,64,56,5.1,219
3386,Metroid Prime: Trilogy,2009,Shooter,Nintendo,Retro Studios,T,0.42,0.05,0.0,0.14,0.61,91,48,9.3,316
3387,Metroid Prime 2: Echoes,2004,Shooter,Nintendo,Retro Studios,T,0.87,0.35,0.07,0.04,1.33,92,60,8.8,279
3388,Metroid Prime 3: Corruption,2007,Shooter,Nintendo,Retro Studios,T,0.89,0.74,0.07,0.09,1.79,90,62,8.9,491
3389,Metroid Prime Hunters,2006,Shooter,Nintendo,Nintendo,T,0.57,0.04,0.11,0.06,0.76,85,54,8.0,188
3390,Metroid Prime Pinball,2005,Misc,Nintendo,Fuse Games Limited,E,0.21,0.0,0.02,0.02,0.25,79,51,7.9,32
3391,MetropolisMania,2001,Strategy,Natsume,Indi,T,0.04,0.03,0.0,0.01,0.09,63,5,7.1,16
3392,Miami Law,2009,Adventure,Konami Digital Entertainment,Hudson Entertainment,T,0.09,0.0,0.0,0.01,0.1,56,14,8.8,4
3393,Miami Nights: Singles in the City,2008,Simulation,Ubisoft,Gameloft,T,0.08,0.0,0.0,0.01,0.08,48,6,7.1,7
3394,Miami Vice: The Game,2006,Shooter,Activision,Rebellion,M,0.06,0.0,0.0,0.0,0.06,63,36,7.0,12
3395,Michael Jackson: The Experience,2010,Misc,Ubisoft,"Ubisoft Paris, Ubisoft Montpellier",E10+,2.64,1.33,0.01,0.39,4.36,56,37,8.3,31
3396,Michael Jackson: The Experience,2010,Misc,Ubisoft,Ubisoft,E10+,0.21,0.02,0.0,0.02,0.25,64,5,6.6,5
3397,Michael Jackson: The Experience,2011,Misc,Ubisoft,Ubisoft Montreal,E10+,0.62,0.18,0.0,0.07,0.87,63,31,6.8,29
3398,Michael Jackson: The Experience,2011,Misc,Ubisoft,Ubisoft Montreal,E10+,0.25,0.19,0.0,0.08,0.52,66,11,8.4,16
3399,Michael Jackson: The Experience,2011,Misc,Ubisoft,Ubisoft,E10+,0.04,0.03,0.0,0.02,0.09,57,27,5.8,19
3400,Michael Phelps: Push the Limit,2011,Sports,505 Games,Blitz Games,E,0.09,0.01,0.0,0.01,0.11,48,10,3.5,6
3401,Micro Machines V4,2006,Racing,Codemasters,Supersonic Software,E,0.01,0.0,0.0,0.0,0.01,64,35,6.8,8
3402,Microsoft Flight Simulator 2004: A Century of Flight,2003,Simulation,Microsoft Game Studios,Microsoft Game Studios,E,0.0,0.06,0.0,0.01,0.07,88,22,8.2,49
3403,Microsoft Flight Simulator X,2006,Simulation,Microsoft Game Studios,Microsoft Game Studios,E,0.02,0.36,0.0,0.05,0.43,80,28,7.6,95
3404,Microsoft Train Simulator,2001,Simulation,Microsoft Game Studios,Kuju Entertainment,E,0.0,0.04,0.0,0.01,0.05,84,16,8.4,21
3405,Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M,1.01,1.43,0.05,0.47,2.96,84,85,8.1,1886
3406,Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M,0.73,0.5,0.01,0.12,1.35,87,12,8.0,585
3407,Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M,0.12,0.2,0.0,0.03,0.35,84,17,8.0,1671
3408,Midnight Club: LA Remix,2008,Racing,Take-Two Interactive,Rockstar London,T,0.52,0.27,0.0,0.19,0.98,79,26,8.7,43
3409,Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,Rockstar San Diego,T,1.56,0.53,0.05,0.31,2.45,82,50,8.2,100
3410,Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,Rockstar San Diego,T,1.68,0.45,0.01,0.21,2.35,81,66,8.5,142
3411,Midnight Club: Street Racing,2000,Racing,Take-Two Interactive,Angel Studios,T,2.0,0.47,0.02,0.14,2.63,78,18,7.8,21
3412,Midnight Club: Street Racing,2001,Racing,Rebellion,Angel Studios,E,0.34,0.13,0.0,0.01,0.48,50,5,5.3,6
3413,Midnight Club 3: DUB Edition,2005,Racing,Take-Two Interactive,Rockstar Leeds,E10+,1.65,1.21,0.0,0.79,3.65,74,34,8.4,31
3414,Midnight Club 3: DUB Edition,2005,Racing,Take-Two Interactive,Rockstar San Diego,E10+,0.61,0.1,0.0,0.03,0.74,84,53,7.4,40
3415,Midnight Club 3: DUB Edition Remix,2006,Racing,Take-Two Interactive,Rockstar San Diego,E10+,0.97,0.04,0.0,0.16,1.16,85,19,8.9,53
3416,Midnight Club 3: DUB Edition Remix,2006,Racing,Take-Two Interactive,Rockstar San Diego,E10+,0.15,0.04,0.0,0.01,0.2,87,16,5.3,18
3417,Midnight Club II,2003,Racing,Take-Two Interactive,Rockstar San Diego,T,1.25,0.29,0.0,0.24,1.78,85,41,8.5,47
3418,Midnight Club II,2003,Racing,Take-Two Interactive,Rockstar San Diego,T,0.42,0.06,0.0,0.02,0.5,86,33,7.6,12
3419,Midtown Madness 3,2003,Racing,Microsoft Game Studios,Digital Illusions,E,0.23,0.07,0.0,0.01,0.3,76,41,8.3,30
3420,Midway Arcade Treasures,2003,Misc,Midway Games,Midway,T,0.13,0.03,0.0,0.0,0.17,72,11,8.2,5
