uniqueId,name,yearReleased,genre,publisher,developer,rating,naSales,euSales,jpSales,otherSales,globalSales,criticScore,criticCount,userScore,userCount
705,Bus Simulator 16,2016,Simulation,Astragon,Still Alive Studios,,0.0,0.03,0.0,0.0,0.03,46,8,6.1,18
706,Bust A Groove 2,1999,Misc,Enix Corporation,Metro,E,0.04,0.03,0.18,0.02,0.26,66,8,8.9,35
707,Bust-A-Move DS,2005,Puzzle,505 Games,Happy Happening,E,0.08,0.02,0.0,0.01,0.11,75,14,7.0,6
708,Bust-A-Move Universe,2011,Puzzle,Square Enix,Arika,E,0.08,0.15,0.06,0.03,0.31,49,30,4.8,13
709,Buzz Lightyear of Star Command,2000,Platform,Activision,Traveller's Tales,E,0.35,0.24,0.0,0.04,0.63,54,10,5.3,4
710,C.O.P.: The Recruit,2009,Action,Ubisoft,Velez & Dubail,T,0.05,0.02,0.0,0.01,0.08,55,38,7.5,13
711,C.O.R.E.,2009,Shooter,Graffiti,NoWay Studio,M,0.03,0.0,0.0,0.0,0.04,44,16,6.9,19
712,Cabela's African Safari,2006,Sports,Activision Value,FUN Labs,T,0.13,0.0,0.0,0.01,0.14,53,4,5.0,8
713,Cabela's Alaskan Adventure,2006,Sports,Activision,FUN Labs,T,0.12,0.0,0.0,0.01,0.13,48,11,5.6,17
714,Cabela's Big Game Hunter,2002,Sports,Activision,Sand Grain Studios,T,0.7,0.54,0.0,0.18,1.42,59,7,7.8,12
715,Cabela's Big Game Hunter 2005 Adventures,2004,Sports,Activision,Sand Grain Studios,T,0.28,0.21,0.0,0.07,0.56,55,4,8.4,16
716,Cabela's Big Game Hunter 2005 Adventures,2004,Sports,Activision,FUN Labs,T,0.13,0.04,0.0,0.01,0.18,65,5,8.3,6
717,Cabela's Dangerous Hunts,2003,Sports,Zoo Digital Publishing,Sand Grain Studios,T,0.57,0.45,0.0,0.15,1.17,57,4,8.4,37
718,Cabela's Dangerous Hunts 2009,2008,Sports,Activision Value,FUN Labs,T,0.12,0.0,0.0,0.01,0.13,39,6,1.8,10
719,Cabela's Dangerous Hunts 2011,2010,Sports,Activision,Activision,T,0.26,0.04,0.0,0.03,0.33,60,4,5.4,9
720,Cabela's Deer Hunt: 2004 Season,2003,Sports,Activision Value,FUN Labs,T,0.16,0.05,0.0,0.01,0.21,65,5,8.4,16
721,Cabela's Deer Hunt 2005 Season,2004,Sports,Activision,Sand Grain Studios,T,0.09,0.02,0.0,0.0,0.11,59,5,7.5,6
722,Cabela's North American Adventures,2010,Sports,Activision,FUN Labs,T,0.1,0.0,0.0,0.01,0.11,51,5,9.0,4
723,Cabela's Trophy Bucks,2007,Sports,Activision Value,FUN Labs,T,0.04,0.0,0.0,0.0,0.05,39,4,3.0,4
724,Caesar IV,2006,Strategy,Vivendi Games,Tilted Mill,E10+,0.0,0.03,0.0,0.01,0.04,74,32,7.6,43
725,Cake Mania,2007,Puzzle,Majesco Entertainment,Digital Embryo,E,0.09,0.01,0.0,0.01,0.11,55,23,6.1,7
726,Calling,2009,Adventure,Konami Digital Entertainment,Hudson Entertainment,T,0.06,0.04,0.0,0.01,0.11,49,28,6.7,16
727,Call of Cthulhu: Dark Corners of the Earth,2005,Adventure,Take-Two Interactive,Headfirst Productions,M,0.05,0.01,0.0,0.0,0.06,77,51,8.1,37
728,Call of Duty: Advanced Warfare,2014,Shooter,Activision,Sledgehammer Games,M,2.81,3.48,0.14,1.23,7.66,83,39,5.7,1443
729,Call of Duty: Advanced Warfare,2014,Shooter,Activision,Sledgehammer Games,M,3.22,1.55,0.01,0.48,5.27,81,53,5.4,898
730,Call of Duty: Advanced Warfare,2014,Shooter,Activision,Sledgehammer Games,M,0.15,0.23,0.0,0.03,0.41,78,18,4.5,1136
731,Call of Duty: Black Ops,2010,Shooter,Activision,Treyarch,M,9.7,3.68,0.11,1.13,14.61,87,89,6.3,1454
732,Call of Duty: Black Ops,2010,Shooter,Activision,Treyarch,M,5.99,4.37,0.48,1.79,12.63,88,58,6.4,1094
733,Call of Duty: Black Ops,2010,Shooter,Activision,Treyarch,M,0.8,0.45,0.0,0.12,1.37,80,25,5.8,87
734,Call of Duty: Black Ops,2010,Shooter,Activision,n-Space,T,0.5,0.04,0.0,0.04,0.58,74,13,6.0,54
735,Call of Duty: Black Ops II,2012,Shooter,Activision,Treyarch,M,4.99,5.73,0.65,2.42,13.79,83,21,5.3,922
736,Call of Duty: Black Ops II,2012,Shooter,Activision,Treyarch,M,8.25,4.24,0.07,1.12,13.67,83,73,4.8,2256
737,Call of Duty: Black Ops II,2012,Shooter,Activision,Treyarch,M,0.64,0.69,0.0,0.19,1.53,74,11,4.2,1635
738,Call of Duty: Black Ops II,2012,Shooter,Activision,Treyarch,M,0.2,0.18,0.0,0.03,0.41,81,31,6.9,228
739,Call of Duty: Finest Hour,2004,Shooter,Activision,Spark Unlimited,T,1.51,1.12,0.01,0.24,2.89,76,49,7.7,69
740,Call of Duty: Finest Hour,2004,Shooter,Activision,Spark Unlimited,T,0.78,0.4,0.0,0.04,1.21,73,55,7.8,22
741,Call of Duty: Finest Hour,2004,Shooter,Activision,Exakt,T,0.31,0.08,0.0,0.01,0.4,74,31,8.9,13
742,Call of Duty: Ghosts,2013,Shooter,Activision,Infinity Ward,M,6.73,2.56,0.04,0.91,10.25,73,29,2.6,2117
743,Call of Duty: Ghosts,2013,Shooter,Activision,Infinity Ward,M,4.1,3.63,0.38,1.25,9.36,71,10,2.6,1047
744,Call of Duty: Ghosts,2013,Shooter,Activision,Infinity Ward,M,1.78,1.43,0.05,0.57,3.83,78,49,3.7,1564
745,Call of Duty: Ghosts,2013,Shooter,Activision,Infinity Ward,M,1.88,0.77,0.0,0.27,2.92,78,7,4.3,700
746,Call of Duty: Ghosts,2013,Shooter,Activision,Treyarch,M,0.22,0.09,0.01,0.03,0.34,69,6,3.4,256
747,Call of Duty: Infinite Warfare,2016,Shooter,Activision,Infinity Ward,M,1.61,2.0,0.15,0.71,4.46,77,82,3.4,1129
748,Call of Duty: Infinite Warfare,2016,Shooter,Activision,Infinity Ward,M,1.46,0.74,0.0,0.22,2.42,78,17,3.1,290
749,Call of Duty: Infinite Warfare,2016,Shooter,Activision,Infinity Ward,M,0.04,0.08,0.0,0.01,0.14,73,16,3.0,440
750,Call of Duty: Modern Warfare 2,2009,Shooter,Activision,Infinity Ward,M,8.52,3.59,0.08,1.28,13.47,94,100,6.3,2698
751,Call of Duty: Modern Warfare 2,2009,Shooter,Activision,Infinity Ward,M,4.99,3.64,0.38,1.6,10.6,94,67,6.3,2073
752,Call of Duty: Modern Warfare 2,2009,Shooter,Activision,Infinity Ward,M,0.01,0.79,0.0,0.09,0.88,86,40,4.2,6430
753,Call of Duty: Modern Warfare 3,2011,Shooter,Activision,"Infinity Ward, Sledgehammer Games",M,9.04,4.24,0.13,1.32,14.73,88,81,3.4,8713
754,Call of Duty: Modern Warfare 3,2011,Shooter,Activision,"Infinity Ward, Sledgehammer Games",M,5.54,5.73,0.49,1.57,13.32,88,39,3.2,5234
755,Call of Duty: Modern Warfare 3,2011,Shooter,Activision,"Infinity Ward, Sledgehammer Games",M,0.41,0.98,0.0,0.32,1.72,78,26,2.5,5664
756,Call of Duty: Modern Warfare 3,2011,Shooter,Activision,"Treyarch, Sledgehammer Games",M,0.55,0.2,0.0,0.08,0.82,70,16,1.8,442
757,Call of Duty: Roads to Victory,2007,Shooter,Activision,Amaze Entertainment,T,0.52,1.02,0.0,0.59,2.13,64,45,7.5,30
758,Call of Duty: World at War,2008,Shooter,Activision,Treyarch,M,4.81,1.88,0.0,0.69,7.38,84,84,7.6,580
759,Call of Duty: World at War,2008,Shooter,Activision,Treyarch,M,2.73,1.83,0.0,0.83,5.39,85,45,7.6,409
760,Call of Duty: World at War,2008,Shooter,Activision,Exakt,M,1.17,0.58,0.0,0.18,1.94,83,19,7.6,78
761,Call of Duty: World at War,2008,Shooter,Activision,n-Space,T,0.56,0.25,0.0,0.08,0.89,75,12,7.8,20
762,Call of Duty: World at War,2008,Shooter,Activision,Treyarch,M,0.02,0.14,0.0,0.03,0.18,83,36,7.5,721
763,Call of Duty 2,2005,Shooter,Activision,Infinity Ward,T,1.82,0.04,0.01,0.16,2.03,89,65,8.1,307
764,Call of Duty 2,2005,Shooter,Activision,Infinity Ward,T,0.0,0.05,0.0,0.01,0.06,86,64,8.4,626
765,Call Of Duty 2: Big Red One,2005,Shooter,Activision,Treyarch,T,1.48,0.92,0.01,0.26,2.67,77,39,8.2,69
766,Call Of Duty 2: Big Red One,2005,Shooter,Activision,Treyarch,T,0.66,0.4,0.0,0.05,1.12,78,46,5.1,27
767,Call Of Duty 2: Big Red One,2005,Shooter,Activision,Treyarch,T,0.25,0.07,0.0,0.01,0.33,76,28,7.9,14
768,Call of Duty 3,2006,Shooter,Activision,Treyarch,T,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233
769,Call of Duty 3,2006,Shooter,Activision,Treyarch,T,0.6,0.62,0.03,0.26,1.5,80,43,6.9,92
770,Call of Duty 3,2006,Shooter,Activision,Treyarch,T,0.89,0.03,0.0,0.15,1.07,82,14,7.4,83
771,Call of Duty 4: Modern Warfare,2007,Shooter,Activision,Infinity Ward,M,5.93,2.36,0.13,0.9,9.31,94,70,8.4,1320
772,Call of Duty 4: Modern Warfare,2007,Shooter,Activision,Infinity Ward,M,3.11,2.26,0.28,1.03,6.68,94,44,8.4,993
773,Call of Duty 4: Modern Warfare,2007,Shooter,Activision,Infinity Ward,M,0.0,1.12,0.0,0.03,1.15,92,40,8.5,2360
774,Call of Duty 4: Modern Warfare,2007,Shooter,Activision,n-Space,T,0.95,0.01,0.01,0.08,1.05,75,22,6.9,36
775,Call of Duty Black Ops: Declassified,2012,Action,Activision,Nihilistic,M,0.71,0.43,0.07,0.26,1.47,33,58,4.8,479
776,Call of Juarez,2006,Shooter,Ubisoft,Techland,M,0.0,0.01,0.0,0.0,0.01,72,25,7.8,223
777,Call of Juarez,2007,Shooter,Ubisoft,Techland,M,0.14,0.02,0.0,0.01,0.18,71,37,6.9,46
778,Call of Juarez: Bound in Blood,2009,Shooter,Ubisoft,Techland,M,0.35,0.37,0.01,0.15,0.88,78,47,7.8,91
779,Call of Juarez: Bound in Blood,2009,Shooter,Ubisoft,Techland,M,0.3,0.24,0.0,0.06,0.6,77,77,7.6,94
780,Call of Juarez: Bound in Blood,2009,Shooter,Ubisoft,Techland,M,0.0,0.03,0.0,0.0,0.03,78,39,8.0,282
781,Call of Juarez: The Cartel,2011,Shooter,Ubisoft,Techland,M,0.12,0.12,0.0,0.05,0.29,45,42,5.5,74
782,Call of Juarez: The Cartel,2011,Shooter,Ubisoft,Techland,M,0.14,0.1,0.0,0.03,0.27,47,62,5.7,109
783,Call of Juarez: The Cartel,2011,Shooter,Ubisoft,Ubisoft,M,0.05,0.05,0.0,0.01,0.11,51,12,3.3,126
784,Capcom Classics Collection,2005,Misc,Capcom,Digital Eclipse,T,0.22,0.17,0.05,0.06,0.51,78,30,8.4,5
785,Capcom Classics Collection Remixed,2006,Misc,Capcom,Digital Eclipse,T,0.27,0.0,0.0,0.02,0.3,72,37,7.0,5
786,Capcom Digital Collection,2012,Action,Capcom,Capcom,T,0.02,0.01,0.0,0.0,0.02,65,11,5.3,4
787,Capcom Fighting Evolution,2004,Fighting,Capcom,Capcom,T,0.1,0.08,0.0,0.03,0.2,57,33,4.8,5
788,Capcom vs. SNK,2000,Fighting,Virgin Interactive,Capcom,T,0.0,0.0,0.22,0.0,0.22,80,17,9.0,24
789,Capcom vs. SNK 2: Mark of the Millennium 2001,2001,Fighting,Capcom,Capcom,T,0.22,0.17,0.3,0.06,0.75,81,22,7.9,27
790,Capcom vs. SNK 2 EO,2002,Fighting,Capcom,Capcom,T,0.09,0.02,0.0,0.0,0.11,68,20,8.9,27
791,Capcom vs. SNK 2 EO,2003,Fighting,Capcom,Capcom,T,0.08,0.02,0.0,0.0,0.1,80,26,8.7,13
792,Captain America: Super Soldier,2011,Action,Sega,Next Level Games,T,0.1,0.06,0.0,0.03,0.19,61,34,7.3,40
793,Captain America: Super Soldier,2011,Action,Sega,Next Level Games,T,0.11,0.05,0.0,0.01,0.17,60,48,6.4,37
794,Captain America: Super Soldier,2011,Action,Sega,High Voltage Software,T,0.05,0.02,0.0,0.01,0.08,51,9,5.0,6
795,Captain Morgane and the Golden Turtle,2012,Adventure,Reef Entertainment,Wizarbox,,0.0,0.02,0.0,0.0,0.03,54,6,6.2,11
796,Captain Toad: Treasure Tracker,2014,Puzzle,Nintendo,Nintendo EAD Tokyo,E,0.53,0.38,0.19,0.09,1.19,81,78,8.6,377
797,Carmageddon: Max Damage,2016,Action,Stainless Games,Stainless Games,M,0.01,0.01,0.0,0.0,0.02,52,15,7.1,12
798,Carmageddon: Max Damage,2016,Action,Stainless Games,Stainless Games,M,0.01,0.0,0.0,0.0,0.01,51,28,5.5,39
799,Carnival Games,2007,Misc,Take-Two Interactive,Cat Daddy Games,E,2.12,1.47,0.05,0.42,4.05,56,27,6.0,44
800,Carnival Games,2008,Misc,Take-Two Interactive,Cat Daddy Games,E,1.21,0.63,0.0,0.19,2.03,48,11,3.3,4
801,Carnival Games: Mini Golf,2008,Sports,Take-Two Interactive,Cat Daddy Games,E,0.86,0.54,0.0,0.15,1.56,38,10,5.7,7
802,Carnival Island,2011,Misc,Sony Computer Entertainment,Magic Pixel Games,E,0.13,0.06,0.0,0.04,0.23,66,25,5.2,5
803,Cars,2006,Racing,THQ,Rainbow Studios,E,1.01,0.04,0.0,0.16,1.21,71,30,8.4,12
804,Cars,2006,Racing,THQ,Locomotive Games,E,0.72,0.28,0.0,0.2,1.2,70,17,7.0,4
805,Cars,2006,Racing,THQ,Helixe,E,0.81,0.3,0.0,0.02,1.13,50,8,4.7,6
806,Cars,2006,Racing,THQ,Helixe,E,0.85,0.04,0.0,0.07,0.97,54,17,2.1,11
807,Cars,2006,Racing,THQ,Rainbow Studios,E,0.72,0.19,0.0,0.03,0.93,71,21,7.0,5
808,Cars,2006,Racing,THQ,Rainbow Studios,E,0.22,0.01,0.0,0.02,0.25,65,16,6.1,8
809,Cars: Mater-National Championship,2007,Racing,THQ,Rainbow Studios,E,0.63,0.0,0.0,0.05,0.68,69,7,6.8,5
810,Cars: Mater-National Championship,2007,Racing,THQ,Rainbow Studios,E,0.37,0.01,0.0,0.03,0.41,63,8,4.8,4
811,Cars: Mater-National Championship,2007,Racing,THQ,Rainbow Studios,E,0.13,0.0,0.0,0.01,0.14,58,9,7.8,6
812,Cars: Race-O-Rama,2009,Racing,THQ,Incinerator Games,E,0.14,0.01,0.0,0.01,0.15,54,8,5.8,5
813,Cartoon Network: Punch Time Explosion,2011,Fighting,Deep Silver,Papaya Studios,E10+,0.07,0.02,0.0,0.01,0.1,58,16,5.9,28
814,Casper: Spirit Dimensions,2001,Platform,TDK Mediactive,Lucky Chicken,E,0.07,0.05,0.0,0.02,0.14,58,7,3.5,6
815,Castle of Shikigami III,2007,Shooter,PQube,Alfa System,T,0.04,0.0,0.0,0.0,0.04,67,9,7.6,9
816,Castle Shikigami 2,2004,Shooter,Play It,Alfa System,E,0.01,0.01,0.0,0.0,0.02,67,4,7.4,8
817,Castlevania: Aria of Sorrow,2003,Platform,Konami Digital Entertainment,KCET,T,0.2,0.07,0.0,0.0,0.28,91,29,9.1,127
818,Castlevania: Circle of the Moon,2001,Platform,Konami Digital Entertainment,KCEK,T,0.6,0.22,0.05,0.02,0.89,91,22,8.5,59
819,Castlevania: Curse of Darkness,2005,Action,Konami Digital Entertainment,Konami,M,0.18,0.14,0.05,0.05,0.42,70,30,7.5,46
820,Castlevania: Curse of Darkness,2005,Action,Konami Digital Entertainment,Konami,M,0.09,0.03,0.0,0.0,0.12,74,26,7.0,13
821,Castlevania: Dawn of Sorrow,2005,Platform,Konami Digital Entertainment,Konami,T,0.34,0.03,0.03,0.03,0.43,89,52,8.5,171
822,Castlevania: Harmony of Dissonance,2002,Platform,Konami Digital Entertainment,KCET,T,0.16,0.06,0.04,0.0,0.26,87,27,8.2,39
823,Castlevania: Lament of Innocence,2003,Action,Konami Digital Entertainment,KCET,M,0.46,0.36,0.0,0.12,0.94,79,45,8.4,74
824,Castlevania: Lords of Shadow,2010,Action,Konami Digital Entertainment,Mercury Steam,M,0.5,0.35,0.1,0.15,1.1,85,62,8.0,468
825,Castlevania: Lords of Shadow,2010,Action,Konami Digital Entertainment,Mercury Steam,M,0.42,0.17,0.01,0.05,0.66,83,70,7.8,237
826,Castlevania: Lords of Shadow 2,2014,Action,Konami Digital Entertainment,Mercury Steam,M,0.03,0.12,0.02,0.03,0.2,63,55,7.8,528
827,Castlevania: Lords of Shadow 2,2014,Action,Konami Digital Entertainment,Mercury Steam,M,0.02,0.06,0.0,0.01,0.09,70,22,7.8,239
828,Castlevania: Lords of Shadow 2,2014,Action,Konami Digital Entertainment,Mercury Steam,M,0.01,0.03,0.0,0.0,0.04,58,16,7.7,498
829,Castlevania: Order of Ecclesia,2008,Platform,Konami Digital Entertainment,Konami,T,0.27,0.02,0.04,0.03,0.36,85,46,8.7,111
830,Castlevania: Portrait of Ruin,2006,Platform,Konami Digital Entertainment,Konami,T,0.31,0.02,0.04,0.03,0.4,85,51,8.3,87
831,Castlevania: Symphony of the Night,1997,Platform,Konami Digital Entertainment,Konami,T,0.58,0.4,0.21,0.08,1.27,93,12,9.4,358
832,Castlevania: The Dracula X Chronicles,2007,Platform,Konami Digital Entertainment,Konami,T,0.22,0.09,0.04,0.07,0.41,80,43,7.8,62
833,Castlevania Chronicles,2001,Platform,Konami Digital Entertainment,Konami,T,0.07,0.05,0.0,0.01,0.13,69,16,7.0,13
834,Castlevania Double Pack,2006,Platform,Konami Digital Entertainment,KCET,T,0.07,0.03,0.0,0.0,0.1,86,4,8.4,12
835,Castlevania Judgment,2008,Fighting,Konami Digital Entertainment,Eighting,T,0.12,0.02,0.01,0.01,0.16,49,33,5.9,56
836,Catherine,2011,Adventure,Deep Silver,Atlus,M,0.3,0.14,0.2,0.06,0.7,79,61,8.1,372
837,Catherine,2011,Adventure,Deep Silver,Atlus,M,0.2,0.06,0.03,0.02,0.31,82,39,7.9,153
838,Catwoman,2004,Action,Electronic Arts,Argonaut Games,T,0.08,0.06,0.0,0.02,0.17,46,35,6.9,13
839,Catwoman,2004,Action,Electronic Arts,Argonaut Games,T,0.05,0.01,0.0,0.0,0.07,47,24,6.1,7
840,Catwoman,2004,Action,Electronic Arts,EA Games,T,0.04,0.01,0.0,0.0,0.06,45,33,4.6,5
841,Cave Story 3D,2011,Platform,Nippon Ichi Software,Nicalis,E10+,0.09,0.03,0.01,0.01,0.14,82,29,7.7,72
842,Cel Damage,2001,Racing,Electronic Arts,Pseudo Interactive,T,0.09,0.03,0.0,0.0,0.12,65,24,8.4,7
843,Cel Damage,2002,Racing,Electronic Arts,Pseudo Interactive,T,0.05,0.01,0.0,0.0,0.06,67,12,6.8,11
844,Celebrity Sports Showdown,2008,Sports,Electronic Arts,EA Canada,E,0.18,0.22,0.0,0.05,0.45,50,12,4.6,18
845,Ceville,2009,Action,Kalypso Media,Boxed Dream,E,0.0,0.02,0.0,0.0,0.02,73,17,8.2,21
846,Champions: Return to Arms,2005,Role-Playing,Sony Online Entertainment,Snowblind Studios,T,0.32,0.25,0.0,0.08,0.65,77,48,8.8,43
847,Champions of Norrath,2004,Role-Playing,Sony Online Entertainment,Snowblind Studios,T,0.63,0.49,0.0,0.16,1.28,85,51,8.4,57
848,Chaos Legion,2003,Action,Capcom,Capcom,T,0.15,0.12,0.0,0.04,0.3,65,34,8.2,58
849,Chaos Wars,2006,Strategy,Idea Factory,Idea Factory,T,0.0,0.0,0.04,0.0,0.04,64,9,6.9,9
850,Chaotic: Shadow Warriors,2009,Action,Activision,FUN Labs,E10+,0.14,0.0,0.0,0.01,0.16,60,4,5.0,4
851,Charlie's Angels,2003,Action,Ubisoft,Neko Entertainment,T,0.01,0.0,0.0,0.0,0.02,23,21,3.3,23
852,Charlie and the Chocolate Factory,2005,Adventure,Global Star,"High Voltage Software, Backbone Entertainment",E,0.17,0.13,0.0,0.04,0.35,35,21,4.1,28
853,Charlie and the Chocolate Factory,2005,Adventure,Global Star,"High Voltage Software, Backbone Entertainment",E,0.22,0.08,0.0,0.01,0.3,36,5,3.8,6
854,Charlie and the Chocolate Factory,2005,Adventure,Global Star,"High Voltage Software, Backbone Entertainment",E,0.14,0.04,0.0,0.0,0.18,39,16,3.2,6
855,Charlie and the Chocolate Factory,2005,Adventure,Global Star,"High Voltage Software, Backbone Entertainment",E,0.08,0.02,0.0,0.0,0.11,39,20,0.5,8
856,Chase: Hollywood Stunt Driver,2002,Racing,BAM! Entertainment,I-Imagine,T,0.09,0.03,0.0,0.0,0.12,60,14,7.4,5
857,Chessmaster,2003,Misc,Ubisoft,Ubisoft Romania,E,0.19,0.15,0.0,0.05,0.39,79,9,7.3,13
858,Chessmaster,2004,Misc,Ubisoft,Ubisoft,E,0.1,0.03,0.0,0.0,0.13,79,12,9.0,6
859,Chessmaster: The Art of Learning,2008,Misc,Ubisoft,Ubisoft,E,0.11,0.0,0.0,0.01,0.12,64,4,8.4,18
860,Chibi-Robo! Park Patrol,2007,Adventure,Unknown,Skip Ltd.,E,0.0,0.0,0.19,0.0,0.19,78,14,7.5,13
861,Chicago Enforcer,2005,Shooter,Kemco,Touchdown Entertainment,M,0.02,0.0,0.0,0.0,0.02,33,9,2.8,4
862,Chicken Run,2000,Adventure,Eidos Interactive,Blitz Games,E,0.07,0.05,0.0,0.01,0.13,75,7,6.2,6
863,Chicken Shoot,2007,Action,Zoo Digital Publishing,Destination Software,E10+,0.32,0.0,0.0,0.02,0.35,27,9,4.8,26
864,Chicken Shoot,2007,Action,Zoo Digital Publishing,FrontLine Studios,E10+,0.13,0.0,0.0,0.01,0.14,19,4,3.1,7
865,Child of Eden,2011,Shooter,Ubisoft,Q Entertainment,E10+,0.28,0.12,0.0,0.04,0.44,84,81,7.7,95
866,Child of Eden,2011,Shooter,Ubisoft,Q Entertainment,E10+,0.09,0.1,0.0,0.04,0.22,81,21,7.8,25
867,Child of Light,2014,Role-Playing,Ubisoft,Ubisoft Montreal,E10+,0.0,0.04,0.02,0.01,0.07,83,14,7.8,108
868,Child of Light,2014,Role-Playing,Ubisoft,Ubisoft Montreal,E10+,0.0,0.01,0.04,0.0,0.05,82,46,8.0,451
869,Children of Mana,2006,Role-Playing,Nintendo,Nex Entertainment,E10+,0.16,0.01,0.29,0.01,0.48,65,34,6.0,21
870,Chili Con Carnage,2007,Shooter,Eidos Interactive,Deadline Games,M,0.0,0.01,0.0,0.0,0.02,74,37,8.2,13
871,Chromehounds,2006,Simulation,Sega,From Software,T,0.24,0.0,0.01,0.02,0.28,71,60,7.0,72
872,Chrono Cross,1999,Role-Playing,SquareSoft,SquareSoft,T,0.62,0.42,0.69,0.12,1.86,94,16,8.1,297
873,Chrono Trigger,2008,Role-Playing,Square Enix,TOSE,E10+,0.61,0.16,0.49,0.08,1.34,92,57,8.9,440
874,Circus Maximus: Chariot Wars,2002,Racing,THQ,Kodiak Interactive,T,0.05,0.02,0.0,0.0,0.07,67,26,5.0,4
875,Cities: Skylines,2015,Simulation,Paradox Interactive,Colossal Order,E,0.0,0.13,0.0,0.01,0.14,85,60,8.9,1404
876,Cities: Skylines Snowfall,2016,Simulation,Paradox Development,Colossal Order,,0.0,0.01,0.0,0.0,0.01,72,16,7.1,20
877,Cities in Motion,2011,Simulation,Paradox Interactive,Colossal Order,E,0.0,0.04,0.0,0.01,0.05,70,20,7.7,105
878,Cities XL 2011,2010,Simulation,Focus Home Interactive,Monte Cristo Multimedia,E,0.0,0.02,0.0,0.0,0.02,70,17,5.7,39
879,Cities XL 2012,2011,Strategy,Focus Home Interactive,Monte Cristo Multimedia,E,0.01,0.05,0.0,0.01,0.07,61,18,5.6,95
880,City Crisis,2001,Simulation,Take-Two Interactive,Syscom,E,0.06,0.05,0.0,0.02,0.13,63,20,6.2,5
881,City Life: World Edition,2007,Simulation,Monte Christo Multimedia,Monte Cristo Multimedia,E,0.0,0.04,0.0,0.0,0.04,75,7,8.2,9
882,Clash of the Titans,2010,Action,Namco Bandai Games,Game Republic,T,0.09,0.15,0.01,0.05,0.31,41,28,1.7,17
883,Clash of the Titans,2010,Action,Namco Bandai Games,Game Republic,T,0.08,0.06,0.0,0.02,0.16,42,31,4.1,17
884,Classic NES Series: Castlevania,2004,Platform,Nintendo,Konami,E,0.17,0.06,0.09,0.01,0.33,74,10,8.6,12
885,Classic NES Series: Donkey Kong,2004,Platform,Nintendo,Nintendo,E,0.4,0.15,0.17,0.01,0.73,55,15,4.8,4
886,Classic NES Series: Dr. Mario,2004,Puzzle,Nintendo,Nintendo,E,0.31,0.11,0.13,0.01,0.56,66,10,7.5,6
887,Classic NES Series: Metroid,2004,Adventure,Nintendo,Nintendo,E,0.26,0.1,0.07,0.01,0.43,58,9,8.6,18
888,Classic NES Series: Super Mario Bros.,2004,Platform,Nintendo,Nintendo,E,0.0,0.0,1.39,0.03,1.43,84,14,8.6,44
889,Classic NES Series: The Legend of Zelda,2004,Adventure,Nintendo,Nintendo,E,0.46,0.17,0.24,0.02,0.89,84,16,8.6,58
890,Classic NES Series: Zelda II: The Adventure of Link,2004,Adventure,Nintendo,Nintendo,E,0.37,0.14,0.17,0.01,0.7,73,8,7.5,39
891,Class of Heroes,2008,Role-Playing,Acquire,Zerodiv,T,0.06,0.0,0.08,0.01,0.14,61,12,7.1,12
892,Clive Barker's Jericho,2007,Shooter,Codemasters,"Mercury Steam, Alchemic Productions",M,0.28,0.01,0.0,0.02,0.32,63,46,7.4,70
893,Clive Barker's Jericho,2007,Shooter,Codemasters,"Mercury Steam, Alchemic Productions",M,0.17,0.01,0.0,0.02,0.2,60,34,7.1,52
894,Clive Barker's Jericho,2007,Shooter,Codemasters,"Mercury Steam, Alchemic Productions",M,0.0,0.01,0.0,0.0,0.01,63,25,7.5,218
895,Clock Tower 3,2002,Adventure,Capcom,SunSoft,M,0.1,0.08,0.12,0.03,0.33,69,28,7.6,38
896,Clock Tower II: The Struggle Within,1998,Adventure,Human Entertainment,Human Entertainment,M,0.02,0.01,0.12,0.01,0.17,49,5,5.7,7
897,Close Combat: First to Fight,2005,Shooter,Take-Two Interactive,Destineer,T,0.14,0.04,0.0,0.01,0.18,69,46,7.8,10
898,Cloudy With a Chance of Meatballs,2009,Platform,Ubisoft,Ubisoft Shanghai,E,0.1,0.0,0.0,0.01,0.11,68,4,5.3,4
899,Cloudy With a Chance of Meatballs,2009,Platform,Ubisoft,Ubisoft Shanghai,E,0.09,0.01,0.0,0.01,0.1,66,9,6.0,5
900,Cloudy With a Chance of Meatballs,2009,Platform,Ubisoft,Ubisoft Shanghai,E,0.07,0.0,0.0,0.01,0.09,62,12,6.5,11
901,Clubhouse Games,2006,Misc,Nintendo,Agenda,E,0.59,1.79,0.73,0.34,3.45,83,30,8.4,28
902,Coded Arms,2005,Shooter,Konami Digital Entertainment,Konami,T,0.28,0.29,0.0,0.17,0.75,59,42,6.5,61
903,Coded Arms: Contagion,2007,Shooter,Konami Digital Entertainment,Creat Studios,T,0.05,0.0,0.0,0.01,0.06,56,20,6.6,28
904,Code Lyoko,2007,Action,Game Factory,DC Studios,E10+,0.03,0.01,0.0,0.0,0.05,63,11,6.8,13
905,Code Lyoko: Fall of X.A.N.A.,2008,Adventure,Game Factory,The Game Factory,E,0.07,0.0,0.0,0.01,0.08,51,11,6.3,4
906,Code Lyoko: Quest for Infinity,2007,Action,Game Factory,The Game Factory,E10+,0.07,0.01,0.0,0.01,0.09,58,15,8.5,8
