uniqueid,name,yearreleased,genre,publisher,developer,rating
354,Baldur's Gate: Dark Alliance,2002,Role-Playing,Virgin Interactive,High Voltage Software,T
355,Baldur's Gate: Dark Alliance,2004,Role-Playing,"Destination Software, Inc",Magic Pockets,T
356,Baldur's Gate: Dark Alliance II,2004,Role-Playing,Interplay,Black Isle Studios,T
357,Baldur's Gate: Dark Alliance II,2004,Role-Playing,Acclaim Entertainment,Black Isle Studios,T
358,Ball Breakers,2000,Action,Take-Two Interactive,Lost Toys,E
359,Balls of Fury,2007,Sports,Zoo Digital Publishing,Black Lantern Studios,E10+
360,Band Hero,2009,Misc,Activision,Vicarious Visions,E10+
361,Band Hero,2009,Misc,Activision,Neversoft Entertainment,E10+
362,Band Hero,2009,Misc,Activision,Neversoft Entertainment,E10+
363,Band Hero,2009,Misc,Activision,Vicarious Visions,E10+
364,Bangai-O Spirits,2008,Shooter,D3Publisher,Treasure,E10+
365,Banjo-Kazooie,2008,Platform,Microsoft Game Studios,4J Studios,E
366,Banjo-Kazooie: Grunty's Revenge,2003,Platform,THQ,Rare Ltd.,E
367,Banjo-Pilot,2005,Racing,THQ,Rare Ltd.,E
368,Barbie Groovy Games,2002,Misc,Universal Interactive,Digital Illusions,E
369,Barnyard,2006,Action,THQ,Blue Tongue Entertainment,E10+
370,Barnyard,2006,Action,THQ,Blue Tongue Entertainment,E10+
371,Baroque,2007,Role-Playing,Rising Star Games,Sting,T
372,Baroque,2008,Role-Playing,Rising Star Games,Sting,T
373,Baseball Advance,2002,Sports,Sega,Smilebit,E
374,Bass Pro Shops: The Strike,2009,Sports,XS Games,Piranha Games,E
375,Bass Strike,2001,Sports,THQ,THQ,E
376,Baten Kaitos: Eternal Wings and the Lost Ocean,2003,Role-Playing,Nintendo,Monolith Soft,T
377,Baten Kaitos Origins,2006,Role-Playing,Unknown,"Monolith Soft, Namco Bandai Games",T
378,Batman: Arkham Asylum,2009,Action,Eidos Interactive,Rocksteady Studios,T
379,Batman: Arkham Asylum,2009,Action,Eidos Interactive,Rocksteady Studios,T
380,Batman: Arkham Asylum,2009,Action,Eidos Interactive,Rocksteady Studios,T
381,Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T
382,Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T
383,Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T
384,Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,M
385,Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,M
386,Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,"Rocksteady Studios, Iron Galaxy Studios",M
387,Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,WB Games Montreal,T
388,Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,WB Games Montreal,T
389,Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,Iron Galaxy Studios,T
390,Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,Human Head Studios,T
391,Batman: Arkham Origins Blackgate,2013,Action,Warner Bros. Interactive Entertainment,Armature Studio,T
392,Batman: Arkham Origins Blackgate,2013,Action,Warner Bros. Interactive Entertainment,Armature Studio,T
393,Batman: Arkham VR,2016,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,M
394,Batman: Dark Tomorrow,2003,Action,Kemco,HotGen,T
395,Batman: Dark Tomorrow,2003,Action,Kemco,Kemco,T
396,Batman: Return to Arkham,2016,Action,Warner Bros. Interactive Entertainment,"Rocksteady Studios, Virtuos",T
397,Batman: Return to Arkham,2016,Action,Warner Bros. Interactive Entertainment,"Rocksteady Studios, Virtuos",T
398,Batman: Rise of Sin Tzu,2003,Action,Ubisoft,Ubisoft Montreal,T
399,Batman: Rise of Sin Tzu,2003,Action,Ubisoft,Ubisoft Montreal,T
400,Batman: Rise of Sin Tzu,2003,Action,Ubisoft,Ubisoft,E
401,Batman: The Brave and the Bold the Videogame,2010,Action,Warner Bros. Interactive Entertainment,WayForward,E10+
402,Batman: Vengeance,2001,Adventure,Ubisoft,Ubisoft,T
403,Batman: Vengeance,2001,Adventure,Ubisoft,Ubisoft Montreal,T
404,Batman Begins,2005,Action,Electronic Arts,Eurocom Entertainment Software,T
405,Batman Begins,2005,Action,Electronic Arts,Eurocom Entertainment Software,T
406,Batman Begins,2005,Action,Electronic Arts,Vicarious Visions,E10+
407,Batman Begins,2005,Action,Electronic Arts,Eurocom Entertainment Software,T
408,Battalion Wars,2005,Strategy,Nintendo,Kuju Entertainment,T
409,Battalion Wars 2,2007,Strategy,Nintendo,Kuju Entertainment,T
410,Battle Arena Toshinden,1994,Fighting,Sony Computer Entertainment,Tamsoft,T
411,Battle Assault 3 featuring Gundam Seed,2004,Action,Namco Bandai Games,Natsume,T
412,Battleborn,2016,Shooter,Take-Two Interactive,Gearbox Software,T
413,Battleborn,2016,Shooter,Take-Two Interactive,Gearbox Software,T
414,Battleborn,2016,Shooter,Take-Two Interactive,Gearbox Software,T
415,Battle Engine Aquila,2003,Shooter,Atari,Lost Toys,T
416,Battle Fantasia,2008,Fighting,505 Games,Arc System Works,T
417,Battlefield: Bad Company,2008,Shooter,Electronic Arts,EA DICE,T
418,Battlefield: Bad Company,2008,Shooter,Electronic Arts,EA DICE,T
419,Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,EA DICE,M
420,Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,EA DICE,M
421,Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,EA DICE,M
422,Battlefield: Hardline,2015,Shooter,Electronic Arts,Visceral Games,M
423,Battlefield: Hardline,2015,Shooter,Electronic Arts,Visceral Games,M
424,Battlefield: Hardline,2015,Shooter,Electronic Arts,Visceral Games,M
425,Battlefield 1,2016,Shooter,Electronic Arts,EA DICE,M
426,Battlefield 1,2016,Shooter,Electronic Arts,EA DICE,M
427,Battlefield 1,2016,Shooter,Electronic Arts,EA DICE,M
428,Battlefield 1942,2002,Shooter,Electronic Arts,Digital Illusions,T
429,Battlefield 2,2005,Shooter,Electronic Arts,Digital Illusions,T
430,Battlefield 2: Modern Combat,2005,Shooter,Electronic Arts,Digital Illusions,T
431,Battlefield 2: Modern Combat,2005,Shooter,Electronic Arts,Digital Illusions,T
432,Battlefield 2: Modern Combat,2006,Shooter,Electronic Arts,Digital Illusions,T
433,Battlefield 2142,2006,Shooter,Electronic Arts,EA DICE,T
434,Battlefield 3,2011,Shooter,Electronic Arts,EA DICE,M
435,Battlefield 3,2011,Shooter,Electronic Arts,EA DICE,M
436,Battlefield 3,2011,Shooter,Electronic Arts,EA DICE,M
437,Battlefield 4,2013,Shooter,Electronic Arts,EA DICE,M
438,Battlefield 4,2013,Shooter,Electronic Arts,EA DICE,M
439,Battlefield 4,2013,Shooter,Electronic Arts,EA DICE,M
440,Battlefield 4,2013,Shooter,Electronic Arts,EA DICE,M
441,Battlefield 4,2013,Shooter,Electronic Arts,EA DICE,M
442,Battlefield Vietnam,2004,Shooter,Electronic Arts,Digital Illusions,T
443,BattleForge,2009,Strategy,Electronic Arts,EA Phenomic,T
444,Battle Princess of Arcadias,2013,Role-Playing,Nippon Ichi Software,ApolloSoft,T
445,Battles of Prince of Persia,2005,Strategy,Ubisoft,Ubisoft Montreal,E10+
446,Battlestar Galactica,2003,Shooter,Vivendi Games,Warthog,T
447,Battlestations: Midway,2007,Strategy,Eidos Interactive,Eidos Interactive,T
448,Battlestations: Midway,2007,Strategy,Eidos Interactive,Eidos Interactive,T
449,Battlestations: Pacific,2009,Strategy,Eidos Interactive,Eidos Interactive,T
450,Battlestations: Pacific,2009,Strategy,Eidos Interactive,Eidos Interactive,T
451,Battle Worlds: Kronos,2016,Strategy,Nordic Games,KING Art,
452,Battlezone,2016,Action,Rebellion Developments,Rebellion,T
453,Bayonetta,2009,Action,Sega,Nex Entertainment,M
454,Bayonetta,2009,Action,Sega,PlatinumGames,M
455,Bayonetta 2,2014,Action,Nintendo,PlatinumGames,M
456,B-Boy,2006,Misc,Sony Computer Entertainment,FreeStyleGames,T
457,Beach Spikers: Virtua Beach Volleyball,2002,Sports,Sega,Sega AM2,E
458,Beat Down: Fists of Vengeance,2005,Action,Capcom,Cavia Inc.,M
459,Beaterator,2009,Misc,Take-Two Interactive,Rockstar Leeds,E
460,BeatMania,2006,Simulation,Konami Digital Entertainment,Konami,E10+
461,Beautiful Katamari,2007,Puzzle,Namco Bandai Games,Now Production,E
462,Bee Movie Game,2007,Action,Activision,Smart Bomb Interactive,E
463,Bee Movie Game,2007,Action,Activision,Beenox,E
464,Bee Movie Game,2007,Action,Activision,Beenox,E
465,Bejeweled 3,2010,Puzzle,PopCap Games,PopCap,E
466,Bejeweled Twist,2008,Puzzle,PopCap Games,PopCap,E
467,Ben 10: Alien Force,2008,Action,Koch Media,Monkey Bar Games,E10+
468,Ben 10: Protector of Earth,2007,Action,D3Publisher,High Voltage Software,E10+
469,Ben 10: Protector of Earth,2007,Action,D3Publisher,High Voltage Software,E10+
470,Ben 10 Alien Force: Vilgax Attacks,2009,Action,D3Publisher,Papaya Studios,E10+
471,Ben 10 Alien Force: Vilgax Attacks,2009,Action,D3Publisher,Papaya Studios,E10+
472,Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,D3Publisher,Papaya Studios,E10+
473,Beowulf: The Game,2007,Action,Ubisoft,Ubisoft Shanghai,M
474,Beowulf: The Game,2007,Action,Ubisoft,Ubisoft,M
475,Beowulf: The Game,2007,Action,Ubisoft,Virtuos,M
476,Beyblade Evolution,2013,Action,Rising Star Games,Rising Star Games,E
477,Beyblade G-Revolution,2004,Action,Atari,Full Fat,E
478,BeyBlade VForce: Super Tournament Battle,2002,Action,Atari,Takara,E
479,Beyond: Two Souls,2013,Adventure,Sony Computer Entertainment,Quantic Dream,M
480,Big Bang Mini,2009,Shooter,SouthPeak Games,Arkedo Studio,E
481,Big Beach Sports,2008,Sports,THQ,HB Studios Multimedia,E
482,Big Brain Academy,2005,Misc,Nintendo,Nintendo,E
483,Big Brain Academy: Wii Degree,2007,Misc,Nintendo,Nintendo,E
484,Big Mutha Truckers,2002,Racing,Empire Interactive,Eutechnyx,T
485,Big Mutha Truckers,2002,Racing,Empire Interactive,Eutechnyx,T
486,Big Mutha Truckers,2003,Racing,Empire Interactive,Eutechnyx,T
487,Big Mutha Truckers 2,2005,Racing,Xplosiv,Eutechnyx,M
488,Big Mutha Truckers 2,2005,Racing,Empire Interactive,Eutechnyx,M
489,Billy Hatcher and the Giant Egg,2003,Platform,Sega,Sonic Team,E
490,Binary Domain,2012,Action,Sega,Sega,M
491,Binary Domain,2012,Action,Sega,Sega,M
492,Bionic Commando,2009,Platform,Capcom,GRIN,M
493,Bionic Commando,2009,Platform,Capcom,GRIN,M
494,Bionicle,2003,Action,Electronic Arts,Argonaut Games,E
495,Bionicle,2003,Action,Electronic Arts,Argonaut Games,E
496,Bionicle,2003,Action,Electronic Arts,Argonaut Games,E
497,Bionicle Heroes,2006,Shooter,Eidos Interactive,Traveller's Tales,E10+
498,Bionicle Heroes,2006,Shooter,Eidos Interactive,Traveller's Tales,E10+
499,Bionicle Heroes,2006,Shooter,Eidos Interactive,Amaze Entertainment,T
500,Bionicle Heroes,2007,Shooter,Eidos Interactive,Traveller's Tales,E10+
501,BioShock,2007,Shooter,Take-Two Interactive,"Irrational Games, 2K Marin",M
502,BioShock,2007,Shooter,Take-Two Interactive,"Irrational Games, 2K Marin",M
503,BioShock,2008,Shooter,Take-Two Interactive,"Digital Extremes, 2K Marin",M
504,BioShock 2,2010,Shooter,Take-Two Interactive,2K Marin,M
505,BioShock 2,2010,Shooter,Take-Two Interactive,2K Marin,M
506,BioShock Infinite,2013,Shooter,Take-Two Interactive,Irrational Games,M
507,BioShock Infinite,2013,Shooter,Take-Two Interactive,Irrational Games,M
508,BioShock Infinite,2013,Shooter,Take-Two Interactive,Irrational Games,M
509,BioShock The Collection,2016,Shooter,Take-Two Interactive,2K Games,M
510,BioShock The Collection,2016,Shooter,Take-Two Interactive,2K Games,M
511,Birds of Steel,2012,Simulation,Konami Digital Entertainment,Gaijin Entertainment,T
512,Birds of Steel,2012,Simulation,Konami Digital Entertainment,Gaijin Entertainment,T
513,BIT.TRIP COMPLETE,2011,Misc,Rising Star Games,Gaijin Games,E
514,BIT.TRIP SAGA,2011,Misc,Rising Star Games,Gaijin Games,E
515,Black,2006,Shooter,Electronic Arts,Criterion Games,M
516,Black,2006,Shooter,Electronic Arts,Criterion Games,M
517,Black * Rock Shooter: The Game,2011,Role-Playing,Unknown,"Image Epoch, Imageepoch",T
518,Black Sigil: Blade of the Exiled,2009,Role-Playing,Graffiti,Studio Archcraft,E
519,Blacksite: Area 51,2007,Shooter,Midway Games,Midway Studios - Austin,T
520,Blacksite: Area 51,2007,Shooter,Midway Games,Midway Studios - Austin,T
521,Blackthorne,2003,Action,Activision,Mass Media,T
522,Blackwater,2011,Shooter,505 Games,Zombie Studios,T
523,Blade Dancer: Lineage of Light,2006,Role-Playing,Atari,Hit Maker,E10+
524,Blade II,2002,Action,Activision,Mucky Foot Productions,M
525,Blade II,2002,Action,Activision,Mucky Foot Productions,M
526,Blades of Time,2012,Action,Konami Digital Entertainment,Gaijin Entertainment,M
527,Blades of Time,2012,Action,Konami Digital Entertainment,Gaijin Entertainment,M
528,Bladestorm: Nightmare,2015,Action,Tecmo Koei,Omega Force,T
529,Bladestorm: Nightmare,2015,Action,Tecmo Koei,Omega Force,T
530,Bladestorm: The Hundred Years' War,2007,Action,Tecmo Koei,Omega Force,T
531,Bladestorm: The Hundred Years' War,2007,Action,Tecmo Koei,Omega Force,T
532,"Blast Works: Build, Trade, Destroy",2008,Shooter,Eidos Interactive,BudCat,E
533,BlazBlue: Calamity Trigger,2009,Fighting,PQube,Arc System Works,T
534,BlazBlue: Calamity Trigger,2009,Fighting,PQube,Arc System Works,T
535,BlazBlue: Calamity Trigger Portable,2010,Fighting,PQube,Arc System Works,T
536,BlazBlue: Chrono Phantasma,2013,Fighting,Arc System Works,Arc System Works,T
537,BlazBlue: Chrono Phantasma Extend,2015,Action,PQube,Arc System Works,T
538,BlazBlue: Continuum Shift,2010,Fighting,PQube,Arc System Works,T
539,BlazBlue: Continuum Shift,2010,Fighting,PQube,Arc System Works,T
540,Blazblue: Continuum Shift Extend,2011,Fighting,PQube,Arc System Works,T
541,Blazblue: Continuum Shift Extend,2011,Fighting,PQube,Arc System Works,T
542,BlazBlue: Continuum Shift II,2011,Fighting,PQube,Arc System Works,T
543,BlazBlue: Continuum Shift II,2011,Fighting,PQube,Arc System Works,T
544,BlazBlue Central Fiction,2016,Fighting,PQube,Arc System Works,T
545,Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,Ubisoft,T
546,Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,Ubisoft,T
547,Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,Ubisoft Romania,T
548,Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,Ubisoft Romania,T
549,Blazing Angels: Squadrons of WWII,2007,Simulation,Ubisoft,Ubisoft,T
550,Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,Ubisoft Romania,T
551,Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,Ubisoft Romania,T
552,Bleach: Dark Souls,2007,Fighting,Sega,Treasure,T
553,Bleach: Shattered Blade,2006,Fighting,Sega,Polygon Magic,T
554,Bleach: Soul Resurreccion,2011,Fighting,Nippon Ichi Software,Racjin,T
555,Bleach: The 3rd Phantom,2008,Role-Playing,Sega,"Sega, Tom Create",T
556,Bleach: The Blade of Fate,2006,Fighting,Sega,Treasure,T
557,Blinx: The Time Sweeper,2002,Platform,Microsoft Game Studios,Artoon,E
558,Blitz: The League,2004,Sports,Midway Games,Midway,M
559,Blitz: The League,2005,Sports,Unknown,Midway,M
560,Blitz: The League,2006,Sports,Midway Games,Midway,M
561,Blitz: The League II,2008,Sports,Midway Games,,
562,Blitz: The League II,2008,Sports,Midway Games,Midway,M
563,Bloodborne,2015,Action,Sony Computer Entertainment,From Software,M
564,Blood Bowl,2009,Sports,Focus Home Interactive,Cyanide,T
565,Blood Bowl,2009,Sports,Focus Home Interactive,Cyanide,T
566,Blood Bowl: Legendary Edition,2010,Sports,Focus Home Interactive,Cyanide,T
567,Blood Drive,2010,Racing,Activision,Sidhe Interactive,M
568,Blood Drive,2010,Racing,Activision,Sidhe Interactive,M
569,Blood Omen 2,2002,Action,Eidos Interactive,Crystal Dynamics,M
570,Blood Omen 2,2002,Action,Eidos Interactive,Crystal Dynamics,M
571,BloodRayne,2002,Shooter,Universal Interactive,Terminal Reality,M
572,BloodRayne,2002,Shooter,Universal Interactive,Terminal Reality,M
573,BloodRayne,2002,Shooter,Universal Interactive,Terminal Reality,M
574,BloodRayne 2,2004,Shooter,THQ,Terminal Reality,M
575,BloodRayne 2,2004,Shooter,THQ,Terminal Reality,M
576,Blood Wake,2001,Shooter,Microsoft Game Studios,Stormfront Studios,T
577,Bloody Roar: Primal Fury,2002,Fighting,Activision,Eighting/Raizing,T
578,Bloody Roar 3,2001,Fighting,Virgin Interactive,Eighting/Raizing,T
579,Bloody Roar 4,2003,Fighting,Konami Digital Entertainment,Eighting,M
580,Bloody Roar Extreme,2003,Fighting,Hudson Soft,Eighting/Raizing,T
581,BlowOut,2003,Shooter,Zoo Digital Publishing,Terminal Reality,T
582,Blue Dragon,2006,Role-Playing,Microsoft Game Studios,"Mistwalker, Artoon",T
583,Blue Dragon: Awakened Shadow,2009,Role-Playing,Namco Bandai Games,Tri-Crescendo,E10+
584,Blue Dragon Plus,2008,Role-Playing,Ignition Entertainment,Brownie Brown,E
585,Blur,2010,Racing,Activision,Bizarre Creations,E10+
586,Blur,2010,Racing,Activision,Bizarre Creations,E10+
587,Blur,2010,Racing,Activision,Bizarre Creations,E10+
588,BMX XXX,2002,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",M
589,BMX XXX,2002,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",M
590,BMX XXX,2002,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",M
591,Body and Brain Connection,2010,Misc,Namco Bandai Games,Namco Bandai Games,E
592,Bodycount,2011,Shooter,Codemasters,Guildford Studio,M
593,Bodycount,2011,Shooter,Codemasters,Guildford Studio,M
594,Boktai: The Sun is in Your Hand,2003,Role-Playing,Konami Digital Entertainment,KCEJ,E
595,Boktai 2: Solar Boy Django,2004,Role-Playing,Konami Digital Entertainment,KCEJ,T
596,Bolt,2008,Adventure,Disney Interactive Studios,Avalanche Software,E10+
597,Bolt,2008,Adventure,Disney Interactive Studios,Avalanche Software,E10+
598,Bolt,2008,Adventure,Disney Interactive Studios,Avalanche Software,E10+
599,Bombastic,2002,Puzzle,Capcom,Shift,E
600,Bomberman,2005,Puzzle,Ubisoft,Racjin,E
601,Bomberman,2006,Puzzle,Konami Digital Entertainment,Hudson,E
602,Bomberman: Act Zero,2006,Puzzle,Konami Digital Entertainment,Hudson,T
603,Bomberman Generation,2002,Adventure,Vivendi Games,Hudson,E
604,Bomberman Jetters,2002,Puzzle,Hudson Soft,Hudson,E
605,Bomberman Land,2007,Misc,Rising Star Games,Racjin,E
606,Bomberman Land,2007,Misc,Hudson Entertainment,Racjin,E
607,Bomberman Party Edition,1998,Puzzle,Virgin Interactive,Metro,E
608,Boogie,2007,Misc,Electronic Arts,EA Montreal,E10+
609,Boom Blox,2008,Puzzle,Electronic Arts,EA LA,E
610,Boom Blox Bash Party,2009,Puzzle,Electronic Arts,EA LA,E
611,Borderlands,2009,Shooter,Take-Two Interactive,Gearbox Software,M
612,Borderlands,2009,Shooter,Take-Two Interactive,Gearbox Software,M
613,Borderlands,2009,Shooter,Take-Two Interactive,Gearbox Software,M
614,Borderlands: The Handsome Collection,2015,Shooter,Take-Two Interactive,Gearbox Software,M
615,Borderlands: The Handsome Collection,2015,Shooter,Take-Two Interactive,Gearbox Software,M
616,Borderlands: The Pre-Sequel,2014,Shooter,Take-Two Interactive,2K Australia,M
617,Borderlands: The Pre-Sequel,2014,Shooter,Take-Two Interactive,2K Australia,M
618,Borderlands: The Pre-Sequel,2014,Shooter,Take-Two Interactive,2K Australia,M
619,Borderlands 2,2012,Shooter,Take-Two Interactive,Gearbox Software,M
620,Borderlands 2,2012,Shooter,Take-Two Interactive,Gearbox Software,M
621,Borderlands 2,2012,Shooter,Take-Two Interactive,Gearbox Software,M
622,Borderlands 2,2014,Shooter,Take-Two Interactive,Iron Galaxy Studios,M
623,Botanicula,2012,Adventure,Daedalic Entertainment,Amanita Design,
624,Bound By Flame,2014,Role-Playing,Focus Home Interactive,Spiders,M
625,Bounty Hounds,2006,Action,Namco Bandai Games,Xpec,T
626,Braid,2009,Platform,Number None,"Number None Inc., Knockout Games",E10+
627,Brain Age: Concentration Training,2012,Puzzle,Nintendo,Nintendo,E
628,Brain Age: Train Your Brain in Minutes a Day,2005,Misc,Nintendo,Nintendo,E
629,Brain Age 2: More Training in Minutes a Day,2005,Puzzle,Nintendo,Nintendo,E
630,Brain Boost: Beta Wave,2005,Puzzle,505 Games,Interchannel,E
631,Brain Challenge,2008,Misc,Ubisoft,Ubisoft,E
632,Brandish: The Dark Revenant,2009,Role-Playing,Falcom Corporation,Falcom,T
633,Bratz: Rock Angelz,2005,Misc,THQ,Blitz Games,E
634,Brave: A Warrior's Tale,2009,Action,SouthPeak Games,Collision Studios,E10+
635,Brave Fencer Musashi,1998,Role-Playing,SquareSoft,SquareSoft,E
636,Bravely Second: End Layer,2015,Role-Playing,Nintendo,Silicon Studio,T
637,Breach,2011,Shooter,Destineer,Atomic Games,T
