uniqueId,name,criticScore,criticCount,userScore,userCount
3654,Nano Assault,75,8,7.7,18
3655,NanoBreaker,51,38,6.7,11
3656,Nanostray,71,43,7.7,19
3657,Nanostray 2,75,23,7.8,8
3658,Napoleon: Total War,81,56,7.9,515
3659,Napoleon Dynamite: The Game,37,14,4.6,7
3660,Napoleon Dynamite: The Game,45,9,7.3,4
3661,NARC,50,24,7.0,21
3662,NARC,51,27,2.8,6
3663,Naruto: Clash of Ninja,72,21,8.1,20
3664,Naruto: Clash of Ninja 2,74,22,8.9,39
3665,Naruto: Clash of Ninja Revolution,74,23,8.0,27
3666,Naruto: Clash of Ninja Revolution 2,72,20,8.4,16
3667,Naruto: Ninja Council,60,12,7.1,9
3668,Naruto: Ninja Council 3,56,23,6.5,13
3669,Naruto: Ninja Destiny,61,22,4.4,10
3670,Naruto: Path of the Ninja,57,18,7.2,9
3671,Naruto: Path of the Ninja 2,62,18,7.5,6
3672,Naruto: Powerful Shippuden,71,13,5.4,19
3673,Naruto: Rise of a Ninja,78,35,8.6,84
3674,Naruto: The Broken Bond,80,34,7.8,46
3675,Naruto: Ultimate Ninja,75,34,7.7,35
3676,Naruto: Ultimate Ninja 2,73,27,7.9,27
3677,Naruto: Ultimate Ninja 3,75,24,8.7,33
3678,Naruto: Ultimate Ninja Heroes,70,11,6.6,11
3679,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,64,20,7.8,17
3680,Naruto: Ultimate Ninja Storm,75,32,8.6,95
3681,Naruto: Uzumaki Chronicles 2,52,22,6.9,17
3682,Naruto Shippuden: Clash of Ninja Revolution 3,74,23,8.1,21
3683,Naruto Shippuden: Dragon Blade Chronicles,38,14,3.0,12
3684,Naruto Shippuden: Kizuna Drive,57,22,5.0,6
3685,Naruto Shippuden: Legends: Akatsuki Rising,60,15,6.2,10
3686,Naruto Shippuden: Ninja Destiny 2,55,12,5.7,11
3687,Naruto Shippuden: Ultimate Ninja Heroes 3,61,22,6.6,19
3688,Naruto Shippuden: Ultimate Ninja Impact,59,16,7.2,26
3689,Naruto Shippuden: Ultimate Ninja Storm 2,76,34,8.3,130
3690,Naruto Shippuden: Ultimate Ninja Storm 2,74,31,8.5,39
3691,Naruto Shippuden: Ultimate Ninja Storm 3,77,32,7.9,187
3692,Naruto Shippuden: Ultimate Ninja Storm 3,70,16,7.7,67
3693,Naruto Shippuden: Ultimate Ninja Storm 4,79,60,8.2,201
3694,Naruto Shippuden: Ultimate Ninja Storm 4,81,11,8.5,51
3695,Naruto Shippuden: Ultimate Ninja Storm Generations,74,23,7.1,83
3696,Naruto Shippuden: Ultimate Ninja Storm Generations,74,35,7.2,47
3697,Naruto Shippuden: Ultimate Ninja Storm Revolution,73,26,7.5,100
3698,Naruto Shippuden: Ultimate Ninja Storm Revolution,62,11,7.3,44
3699,NASCAR,66,13,5.3,6
3700,NASCAR: Dirt to Daytona,85,8,7.3,7
3701,NASCAR '14,65,4,5.1,14
3702,NASCAR '14,67,7,4.6,20
3703,NASCAR 06: Total Team Control,78,18,7.7,18
3704,NASCAR 06: Total Team Control,79,25,5.9,7
3705,NASCAR 07,68,26,8.9,16
3706,NASCAR 07,72,26,7.0,4
3707,NASCAR 08,59,29,5.2,30
3708,NASCAR 08,56,9,8.2,9
3709,NASCAR 08,57,21,5.0,14
3710,NASCAR 09,69,32,7.8,15
3711,NASCAR 09,65,22,7.5,10
3712,NASCAR 2001,73,8,6.1,9
3713,NASCAR 2001,66,16,6.6,9
3714,NASCAR 2005: Chase for the Cup,87,19,8.4,15
3715,NASCAR 2011: The Game,62,24,4.1,14
3716,NASCAR 2011: The Game,62,16,3.7,15
3717,NASCAR 2011: The Game,42,5,3.1,9
3718,NASCAR Heat Evolution,66,8,3.8,18
3719,NASCAR Kart Racing,70,12,8.1,9
3720,NASCAR The Game: Inside Line,72,7,3.4,27
3721,NASCAR The Game: Inside Line,76,4,4.5,15
3722,NASCAR Thunder 2002,85,17,8.5,22
3723,NASCAR Thunder 2002,69,8,6.9,10
3724,NASCAR Thunder 2003,85,12,6.6,5
3725,NASCAR Thunder 2004,88,15,8.9,77
3726,NASCAR Thunder 2004,85,14,9.1,15
3727,Natural Doctrine,53,31,6.0,79
3728,Natural Doctrine,60,7,7.5,29
3729,Naughty Bear,43,31,5.5,49
3730,Naughty Bear,43,51,5.6,70
3731,Naval Assault: The Killing Tide,40,11,4.2,5
3732,Naval Ops: Warship Gunner,67,17,8.9,23
3733,NBA,57,25,6.9,14
3734,NBA 06,63,26,6.3,27
3735,NBA 06,72,19,5.4,8
3736,NBA 07,63,24,6.3,10
3737,NBA 07,68,24,7.0,5
3738,NBA 07,63,24,6.8,5
3739,NBA 08,63,37,6.0,4
3740,NBA 08,75,18,7.5,8
3741,NBA 09: The Inside,79,9,7.4,7
3742,NBA 09: The Inside,63,17,5.1,7
3743,NBA 10: The Inside,69,13,3.0,13
3744,NBA 2K10,82,46,7.6,34
3745,NBA 2K10,83,30,7.8,39
3746,NBA 2K11,89,50,8.1,100
3747,NBA 2K11,89,46,7.6,105
3748,NBA 2K11,82,6,8.6,37
3749,NBA 2K12,90,42,7.7,134
3750,NBA 2K12,90,38,6.7,127
3751,NBA 2K12,86,5,7.1,66
3752,NBA 2K13,88,41,7.2,131
3753,NBA 2K13,90,26,8.0,99
3754,NBA 2K13,85,17,7.0,43
3755,NBA 2K13,90,5,6.8,130
3756,NBA 2K14,87,23,4.9,150
3757,NBA 2K14,84,26,4.9,142
3758,NBA 2K14,85,20,6.5,368
3759,NBA 2K14,86,15,5.7,183
3760,NBA 2K15,83,50,7.0,291
3761,NBA 2K15,82,9,6.3,101
3762,NBA 2K16,87,51,6.7,364
3763,NBA 2K16,86,14,6.2,115
3764,NBA 2K17,88,47,6.7,162
3765,NBA 2K17,90,17,6.2,91
3766,NBA 2K17,90,6,6.3,52
3767,NBA 2K2,89,19,7.8,16
3768,NBA 2K2,90,17,7.6,5
3769,NBA 2K2,90,13,8.0,4
3770,NBA 2K3,89,21,8.0,22
3771,NBA 2K3,87,15,7.9,9
3772,NBA 2K6,84,23,8.3,13
3773,NBA 2K6,84,27,8.7,15
3774,NBA 2K6,81,33,8.6,31
3775,NBA 2K7,81,12,8.4,18
3776,NBA 2K7,84,46,7.8,67
3777,NBA 2K7,80,20,7.4,8
3778,NBA 2K7,83,8,8.6,5
3779,NBA 2K8,81,33,7.0,28
3780,NBA 2K8,72,7,6.0,9
3781,NBA 2K8,81,18,6.8,19
3782,NBA 2K9,84,32,7.2,44
3783,NBA 2K9,82,30,7.0,37
3784,NBA Ballers,83,44,9.2,19
3785,NBA Ballers,82,35,8.1,8
3786,NBA Ballers: Chosen One,55,42,4.2,15
3787,NBA Ballers: Chosen One,54,23,6.5,4
3788,NBA Ballers: Phenom,69,19,8.5,8
3789,NBA Ballers: Rebound,69,17,7.7,7
3790,NBA Courtside 2002,71,18,7.4,7
3791,NBA Inside Drive 2003,72,21,7.8,12
3792,NBA Inside Drive 2004,71,31,8.2,11
3793,NBA Jam,68,17,9.1,7
3794,NBA Jam,79,43,8.5,20
3795,NBA Jam,71,33,5.7,14
3796,NBA Jam,75,30,7.0,24
3797,NBA Live 06,79,30,6.4,15
3798,NBA Live 06,80,18,7.6,13
3799,NBA Live 06,64,35,5.6,16
3800,NBA Live 07,63,12,6.0,39
3801,NBA Live 07,64,9,7.5,4
3802,NBA Live 07,59,32,4.9,60
3803,NBA Live 07,69,14,6.8,13
3804,NBA Live 08,68,10,6.6,9
3805,NBA Live 08,73,28,6.8,10
3806,NBA Live 08,73,37,5.3,19
3807,NBA Live 08,73,11,6.2,5
3808,NBA Live 08,52,11,7.1,21
3809,NBA Live 09,77,32,7.4,14
3810,NBA Live 09,75,32,7.8,15
3811,NBA Live 09 All-Play,51,11,5.9,14
3812,NBA Live 10,81,32,7.5,25
3813,NBA Live 10,80,40,7.7,37
3814,NBA Live 10,64,4,4.2,10
3815,NBA Live 14,43,25,2.7,175
3816,NBA Live 14,36,14,3.1,88
3817,NBA Live 15,59,24,5.6,86
3818,NBA Live 15,53,9,6.8,53
3819,NBA Live 16,59,27,6.1,70
3820,NBA Live 16,60,17,5.6,62
3821,NBA Live 2001,86,10,8.0,6
3822,NBA Live 2002,70,16,7.4,8
3823,NBA Live 2002,81,6,8.8,9
3824,NBA Live 2002,76,15,7.5,6
3825,NBA Live 2003,83,22,8.3,28
3826,NBA Live 2004,86,19,7.7,41
3827,NBA Live 2004,85,19,8.2,11
3828,NBA Live 2004,84,17,9.0,4
3829,NBA Live 2005,84,21,8.1,44
3830,NBA Live 2005,85,28,7.6,14
3831,NBA Live 2005,83,17,6.7,7
3832,NBA ShootOut 2003,62,22,5.9,8
3833,NBA ShootOut 2004,58,19,7.8,8
3834,NBA Starting Five,48,4,5.5,4
3835,NBA Street,89,22,8.6,39
3836,NBA Street,88,15,8.6,7
3837,NBA Street: Showdown,75,25,8.5,15
3838,NBA Street Homecourt,80,42,8.2,30
3839,NBA Street Homecourt,81,31,6.5,16
3840,NBA Street V3,89,36,8.7,37
3841,NBA Street V3,89,41,8.9,10
3842,NBA Street V3,88,36,8.4,16
3843,NBA Street Vol. 2,90,31,8.8,70
3844,NBA Street Vol. 2,89,22,8.8,24
3845,NCAA Basketball 09,70,23,5.6,8
3846,NCAA Basketball 10,75,17,7.8,6
3847,NCAA College Basketball 2K3,83,17,8.0,6
3848,NCAA College Basketball 2K3,84,12,8.4,5
3849,NCAA Final Four 2002,52,14,6.5,8
3850,NCAA Final Four 2003,57,16,6.0,4
3851,NCAA Football 06,87,25,8.5,36
3852,NCAA Football 06,87,38,8.3,27
3853,NCAA Football 07,87,18,8.6,23
3854,NCAA Football 07,79,43,6.9,20
3855,NCAA Football 07,88,20,6.9,10
3856,NCAA Football 07,75,16,7.9,11
3857,NCAA Football 08,83,6,8.3,23
3858,NCAA Football 08,81,30,7.8,44
3859,NCAA Football 08,77,13,7.9,28
3860,NCAA Football 08,82,4,8.1,8
3861,NCAA Football 09,83,24,7.7,26
3862,NCAA Football 09,81,20,7.3,25
3863,NCAA Football 09 All-Play,49,5,5.8,32
3864,NCAA Football 10,83,26,6.7,37
3865,NCAA Football 10,80,20,6.9,14
3866,NCAA Football 11,86,29,7.1,70
3867,NCAA Football 11,85,22,7.4,25
3868,NCAA Football 12,82,25,6.6,49
3869,NCAA Football 12,82,17,5.8,41
3870,NCAA Football 13,76,20,5.5,65
3871,NCAA Football 13,79,9,4.1,34
3872,NCAA Football 14,77,18,5.8,74
3873,NCAA Football 14,77,9,6.2,40
3874,NCAA Football 2002,90,18,8.7,24
3875,NCAA Football 2003,91,19,8.6,27
3876,NCAA Football 2003,90,14,8.2,15
3877,NCAA Football 2003,91,11,8.1,9
3878,NCAA Football 2004,94,15,8.8,81
3879,NCAA Football 2004,88,13,8.8,19
3880,NCAA Football 2004,89,16,7.5,6
3881,NCAA Football 2005,88,29,8.8,35
3882,NCAA Football 2005,89,29,8.0,12
3883,NCAA Football 2005,88,18,9.0,5
3884,NCAA March Madness 06,78,19,9.1,13
3885,NCAA March Madness 06,76,21,7.2,5
3886,NCAA March Madness 07,63,9,8.6,7
3887,NCAA March Madness 07,67,33,7.1,15
3888,NCAA March Madness 08,67,15,3.8,4
3889,NCAA March Madness 2003,74,13,8.0,27
3890,NCAA March Madness 2004,82,16,8.8,12
3891,NCAA March Madness 2005,78,19,8.3,13
3892,NCAA March Madness 2005,80,18,7.8,4
3893,NCIS,35,11,4.7,7
3894,NCIS,50,4,4.0,4
3895,Need For Speed: High Stakes,86,14,8.5,28
3896,Need for Speed: Hot Pursuit,89,59,7.2,301
3897,Need for Speed: Hot Pursuit,88,73,7.0,206
3898,Need for Speed: Hot Pursuit,50,8,3.7,18
3899,Need for Speed: Hot Pursuit,86,14,6.7,556
3900,Need for Speed: Hot Pursuit 2,89,31,8.5,92
3901,Need for Speed: Hot Pursuit 2,75,18,6.4,15
3902,Need for Speed: Hot Pursuit 2,68,16,8.3,15
3903,Need for Speed: Most Wanted,82,36,9.1,137
3904,Need for Speed: Most Wanted,83,54,8.5,134
3905,Need for Speed: Most Wanted,83,32,8.8,29
3906,Need for Speed: Most Wanted,80,18,9.1,22
3907,Need for Speed: Most Wanted,82,19,8.5,525
3908,Need for Speed: Most Wanted,45,4,6.1,22
3909,Need for Speed: Most Wanted,83,54,8.5,134
3910,Need for Speed: Most Wanted,82,19,8.5,525
3911,Need for Speed: Most Wanted 5-1-0,72,21,7.8,54
3912,Need for Speed: Nitro,69,41,7.4,38
3913,Need for Speed: Nitro,70,7,6.3,7
3914,Need for Speed: Porsche Unleashed,78,13,8.5,24
3915,Need for Speed: Porsche Unleashed,62,4,7.8,8
3916,Need for Speed: ProStreet,62,11,6.2,34
3917,Need for Speed: ProStreet,72,42,7.1,78
3918,Need for Speed: ProStreet,73,26,6.0,43
3919,Need for Speed: ProStreet,61,16,6.9,14
3920,Need for Speed: ProStreet,74,8,7.4,10
3921,Need for Speed: ProStreet,70,18,5.9,163
3922,Need for Speed: ProStreet,57,14,7.1,19
3923,Need for Speed: Shift,84,55,6.9,113
3924,Need for Speed: Shift,83,75,6.5,134
3925,Need for Speed: Shift,69,11,6.5,31
3926,Need for Speed: Shift,83,22,5.8,387
3927,Need for Speed: The Run,64,48,6.4,182
3928,Need for Speed: The Run,68,65,6.0,160
3929,Need for Speed: The Run,69,18,5.8,338
3930,Need for Speed: The Run,64,6,3.6,21
3931,Need for Speed: The Run,65,9,6.0,26
3932,Need For Speed: Undercover,59,40,5.9,71
3933,Need For Speed: Undercover,64,62,5.9,104
3934,Need For Speed: Undercover,52,7,6.8,37
3935,Need For Speed: Undercover,54,12,6.2,29
3936,Need For Speed: Undercover,59,7,6.7,6
3937,Need For Speed: Undercover,65,18,4.9,231
3938,Need for Speed Carbon,77,52,6.3,82
3939,Need for Speed Carbon,74,26,8.4,60
3940,Need for Speed Carbon,67,21,7.3,26
3941,Need for Speed Carbon,75,31,7.3,42
3942,Need for Speed Carbon,74,19,7.4,11
3943,Need for Speed Carbon,75,12,7.8,14
3944,Need for Speed Carbon,78,17,7.2,249
3945,Need for Speed Carbon: Own the City,73,14,7.9,39
3946,Need for Speed Carbon: Own the City,70,6,7.5,15
3947,Need for Speed Rivals,80,53,6.2,667
3948,Need for Speed Rivals,80,6,4.9,123
3949,Need for Speed Rivals,76,12,5.4,107
3950,Need for Speed Rivals,75,18,5.8,175
3951,Need for Speed Rivals,76,16,3.3,546
3952,Need for Speed Underground,85,33,8.6,171
3953,Need for Speed Underground,83,25,8.7,35
3954,Need for Speed Underground,83,24,9.0,45
3955,Need for Speed Underground,77,9,8.2,25
3956,Need for Speed Underground,82,24,8.3,307
3957,Need for Speed Underground 2,82,39,8.6,132
3958,Need for Speed Underground 2,77,35,8.7,27
3959,Need for Speed Underground 2,72,8,8.2,13
3960,Need for Speed Underground 2,82,31,8.5,407
3961,Need for Speed Underground 2,65,13,7.0,25
3962,Need for Speed Underground Rivals,74,36,8.5,38
3963,Neo Contra,65,37,7.1,8
3964,NeoGeo Battle Coliseum,66,21,8.8,6
3965,Neopets: The Darkest Faerie,61,18,8.5,30
3966,Neopets Petpet Adventures: The Wand of Wishing,66,21,7.7,6
3967,NERF N-Strike,66,13,4.4,7
3968,NERF N-Strike Elite,67,12,4.5,6
3969,Nervous Brickdown,70,21,7.5,11
3970,NES Remix,71,34,7.1,133
3971,NeverDead,50,32,4.7,47
3972,NeverDead,52,46,5.5,65
3973,Neverland Card Battles,57,14,7.8,12
3974,Neverwinter Nights,91,34,8.2,490
3975,Neverwinter Nights 2,82,46,6.5,565
3976,Neverwinter Nights 2: Mask of the Betrayer,82,25,8.8,182
3977,New Super Luigi U,77,59,7.9,288
3978,New Super Mario Bros.,89,65,8.5,431
3979,New Super Mario Bros. 2,78,70,7.2,424
3980,New Super Mario Bros. U,84,70,8.1,733
3981,New Super Mario Bros. Wii,87,80,8.4,594
3982,NFL 2K1,97,22,6.0,47
3983,NFL 2K2,85,16,7.5,6
3984,NFL 2K3,93,20,7.4,25
3985,NFL 2K3,92,24,8.3,15
3986,NFL Blitz 20-02,76,22,8.9,15
3987,NFL Blitz 20-03,73,15,8.6,5
3988,NFL Blitz 20-03,72,12,7.8,4
3989,NFL Blitz Pro,73,20,8.5,14
3990,NFL Blitz Pro,71,14,6.6,8
3991,NFL Fever 2002,79,24,8.5,10
3992,NFL Fever 2003,72,25,8.6,12
3993,NFL Fever 2004,74,29,8.8,16
3994,NFL GameDay 2002,62,10,8.8,4
3995,NFL GameDay 2002,51,18,4.6,5
3996,NFL GameDay 2004,65,25,8.7,6
3997,NFL Head Coach,66,22,6.9,15
3998,NFL Head Coach,69,26,7.1,9
3999,NFL Head Coach 09,64,12,7.1,12
4000,NFL Head Coach 09,67,14,8.4,28
4001,NFL Quarterback Club 2002,67,12,7.8,6
4002,NFL Street,80,36,8.9,45
4003,NFL Street,81,38,8.8,9
4004,NFL Street,81,30,8.0,4
4005,NFL Street 2,77,33,8.7,20
4006,NFL Street 2,78,44,6.5,11
4007,NFL Street 2 Unleashed,73,23,7.4,14
4008,NFL Tour,49,35,3.1,45
4009,NHL 06,78,27,8.5,29
4010,NHL 06,79,35,8.4,18
4011,NHL 06,78,18,9.3,7
4012,NHL 07,76,11,4.6,51
4013,NHL 07,79,49,5.3,167
4014,NHL 07,76,7,6.6,23
4015,NHL 07,75,14,7.7,6
4016,NHL 08,86,23,6.9,23
4017,NHL 08,85,44,8.2,44
4018,NHL 09,88,41,8.4,61
4019,NHL 09,88,25,7.7,41
4020,NHL 09,62,6,4.1,30
4021,NHL 10,88,52,8.4,71
4022,NHL 10,88,35,7.9,40
4023,NHL 11,88,49,7.7,71
4024,NHL 11,88,38,7.1,54
4025,NHL 12,86,56,7.0,72
4026,NHL 12,86,33,7.5,52
4027,NHL 13,83,44,6.6,86
4028,NHL 13,84,22,6.8,60
4029,NHL 14,80,22,6.0,79
4030,NHL 14,81,30,5.9,92
4031,NHL 15,60,28,3.6,306
4032,NHL 15,59,22,3.2,180
4033,NHL 16,78,28,5.5,157
4034,NHL 16,80,18,6.0,81
4035,NHL 17,78,26,5.8,67
4036,NHL 17,77,23,4.0,38
4037,NHL 2001,85,22,8.1,9
4038,NHL 2001,88,10,7.7,7
4039,NHL 2002,92,22,8.5,26
4040,NHL 2002,89,17,8.8,5
4041,NHL 2003,79,20,6.8,18
4042,NHL 2003,80,12,7.9,12
4043,NHL 2003,79,13,6.3,4
4044,NHL 2004,85,19,7.6,53
4045,NHL 2004,85,21,6.5,31
4046,NHL 2004,85,18,8.4,7
4047,NHL 2005,75,21,8.3,23
4048,NHL 2005,77,27,6.2,11
4049,NHL 2005,75,18,5.6,5
4050,NHL 2K10,79,8,6.8,16
4051,NHL 2K10,66,23,7.1,8
4052,NHL 2K10,69,31,7.9,15
4053,NHL 2K11,62,12,5.8,4
4054,NHL 2K3,89,25,7.8,17
4055,NHL 2K3,89,17,7.1,14
4056,NHL 2K3,89,11,7.0,6
4057,NHL 2K6,81,28,5.8,18
4058,NHL 2K6,83,32,7.5,26
4059,NHL 2K6,75,37,6.1,24
4060,NHL 2K7,79,24,6.6,5
4061,NHL 2K7,78,51,7.9,166
4062,NHL 2K8,71,43,7.4,16
4063,NHL 2K9,69,33,6.7,7
4064,NHL 2K9,65,11,5.4,19
4065,NHL FaceOff 2001,57,11,4.0,4
4066,NHL Hitz 20-02,78,18,7.6,8
4067,NHL Hitz 20-02,79,20,8.7,11
4068,NHL Hitz 20-02,79,13,8.7,7
4069,NHL Hitz 20-03,82,19,8.4,11
4070,NHL Hitz 20-03,81,19,8.5,13
4071,NHL Hitz 20-03,82,12,8.4,5
4072,NHL Hitz Pro,79,23,8.9,13
4073,NHL Hitz Pro,81,23,8.8,12
4074,NHL Rivals 2004,65,39,8.8,20
4075,Nickelodeon Party Blast,19,4,4.3,7
4076,Nicktoons: Attack of the Toybots,60,4,6.0,8
4077,NieR,68,58,8.4,263
4078,NieR,67,60,8.3,126
4079,Night at the Museum: Battle of the Smithsonian,50,15,7.1,8
4080,NightCaster,61,27,5.7,7
4081,NightCaster II: Equinox,46,12,7.0,4
4082,NiGHTS: Journey of Dreams,69,47,8.5,55
4083,Nightshade,68,39,7.7,20
4084,Nights of Azure,67,40,7.6,71
4085,Ninja Assault,60,17,5.3,4
4086,Ninja Blade,68,65,6.8,55
4087,Ninjabread Man,20,6,1.7,52
4088,Ninja Gaiden,91,89,8.8,152
4089,Ninja Gaiden: Dragon Sword,83,52,7.8,36
4090,Ninja Gaiden 3,58,43,5.0,152
4091,Ninja Gaiden 3,58,39,4.4,136
4092,Ninja Gaiden Black,94,32,8.7,121
4093,Ninja Gaiden II,81,74,8.0,302
4094,Ninja Gaiden Sigma,88,46,7.5,155
4095,Ninja Gaiden Sigma 2,83,52,7.7,115
4096,Ninja Reflex,49,26,6.0,11
4097,Ninjatown,80,40,8.3,21
4098,Ni no Kuni: Wrath of the White Witch,85,89,8.6,984
4099,Nintendo Land,77,61,7.9,471
4100,Nitrobike,49,22,7.1,7
4101,Nitroplus Blasterz: Heroines Infinite Duel,70,33,6.9,28
4102,Nobunaga's Ambition: Iron Triangle,76,8,8.0,7
4103,Nobunaga's Ambition: Rise to Power,70,7,8.8,6
4104,Nobunaga's Ambition: Sphere of Influence,80,20,8.1,46
4105,No Man's Sky,71,94,4.5,5096
4106,No More Heroes,83,64,8.4,259
4107,No More Heroes: Heroes' Paradise,72,38,7.3,38
4108,No More Heroes 2: Desperate Struggle,84,68,8.8,184
4109,Nostalgia,72,36,7.6,19
4110,NPPL: Championship Paintball 2009,45,9,7.4,10
4111,NPPL: Championship Paintball 2009,44,9,7.3,9
4112,Obscure,65,27,8.9,39
4113,Obscure,66,29,8.4,9
4114,Obscure: The Aftermath,53,19,8.1,14
4115,Obscure: The Aftermath,66,25,8.2,20
4116,Odama,62,42,8.0,17
4117,Oddworld: Abe's Exoddus,88,13,9.1,69
4118,Oddworld: Abe's Oddysee,85,10,9.0,96
4119,Oddworld: Munch's Oddysee,80,30,8.7,32
4120,Oddworld: Munch's Oddysee,44,15,2.5,4
4121,Oddworld: Stranger's Wrath,88,65,9.1,58
4122,Odin Sphere,83,49,8.6,59
4123,Odin Sphere: Leifthrasir,87,49,8.2,178
4124,Odin Sphere: Leifthrasir,93,5,7.9,83
4125,Off-Road Drive,60,10,6.4,17
4126,Oil Rush,67,23,6.5,55
4127,Okage: Shadow King,70,23,8.5,14
4128,Okami,93,69,9.3,327
4129,Okami,90,44,8.9,236
4130,OkamiDen,82,48,7.9,53
4131,Omega Quintet,58,22,7.1,81
4132,Omerta: City of Gangsters,43,18,3.3,25
4133,Onechanbara: Bikini Samurai Squad,39,39,6.4,55
4134,Onechanbara: Bikini Zombie Slayers,55,24,8.0,20
4135,Onechanbara Z2: Chaos,57,40,6.5,72
4136,One Piece: Burning Blood,66,45,7.8,49
4137,One Piece: Burning Blood,62,4,7.8,10
4138,One Piece: Burning Blood,60,10,5.8,12
4139,One Piece: Pirate Warriors,64,33,6.5,55
4140,One Piece: Pirate Warriors 2,71,35,7.8,61
4141,One Piece: Pirate Warriors 3,74,34,7.4,118
4142,One Piece: Pirate Warriors 3,76,4,6.3,17
4143,One Piece: Unlimited Adventure,67,17,8.5,32
4144,One Piece: Unlimited World Red,75,5,7.6,26
4145,One Piece: Unlimited World Red,71,28,7.3,46
4146,One Piece: Unlimited World Red,67,4,7.8,25
4147,One Piece: Unlimited World Red,66,11,7.8,43
4148,One Piece Unlimited Cruise SP,46,20,7.3,14
4149,Oni,69,24,7.8,22
4150,Onimusha: Blade Warriors,65,33,6.9,7
4151,Onimusha: Dawn of Dreams,81,45,8.9,62
4152,Onimusha: Warlords,86,23,8.2,56
4153,Onimusha 2: Samurai's Destiny,84,31,9.0,52
4154,Onimusha 3: Demon Siege,85,53,8.6,73
4155,Onimusha Tactics,64,21,8.7,7
4156,Online Chess Kingdoms,60,17,6.8,6
4157,Open Season,59,15,7.3,9
4158,Open Season,49,5,5.6,7
4159,Operation: Vietnam,65,16,6.3,4
4160,Operation Abyss: New Tokyo Legacy,66,25,7.3,24
4161,Operation Darkness,46,22,7.0,21
4162,Operation Flashpoint: Dragon Rising,77,47,7.8,112
4163,Operation Flashpoint: Dragon Rising,76,42,6.5,53
4164,Operation Flashpoint: Dragon Rising,76,29,4.9,539
4165,Operation Flashpoint: Elite,64,24,8.3,27
4166,Operation Flashpoint: Red River,67,36,6.3,18
4167,Operation Flashpoint: Red River,69,64,6.1,29
4168,Operation Flashpoint: Red River,67,25,4.9,103
4169,Opoona,65,33,7.7,14
4170,Order of War,69,39,7.3,73
4171,Oreshika: Tainted Bloodlines,78,26,8.0,84
4172,Orphen: Scion of Sorcery,54,15,5.8,8
4173,Otogi: Myth of Demons,80,40,8.5,28
4174,Otogi 2: Immortal Warriors,79,43,8.3,12
4175,Outlaw Golf,72,23,6.9,9
4176,Outlaw Tennis,66,45,7.7,6
4177,Outlaw Volleyball,77,33,8.4,7
4178,OutRun 2006: Coast 2 Coast,81,42,8.8,17
4179,OutRun 2006: Coast 2 Coast,82,31,8.1,14
4180,Over G Fighters,49,36,6.0,49
4181,Overlord,76,47,8.3,70
4182,Overlord,81,27,8.1,220
4183,Overlord: Dark Legend,68,30,7.9,15
4184,Overlord: Minions,58,22,5.5,4
4185,Overlord: Raising Hell,72,35,7.7,27
4186,Overlord II,75,60,7.2,46
4187,Overlord II,72,42,7.6,24
4188,Overlord II,79,32,8.1,159
4189,Over the Hedge,58,29,8.6,10
4190,Over the Hedge,61,21,9.3,6
4191,Over the Hedge,71,17,6.4,9
4192,Overwatch,90,31,6.1,1358
4193,Overwatch,91,18,5.6,668
4194,Overwatch,91,62,6.8,4052
4195,P.T.O. IV: Pacific Theater of Operations,71,12,6.6,5
4196,PAC-MAN and the Ghostly Adventures,51,6,3.1,7
4197,PAC-MAN and the Ghostly Adventures,49,7,5.1,13
4198,PAC-MAN and the Ghostly Adventures,58,9,6.5,16
4199,Pac-Man and the Ghostly Adventures 2,60,7,6.5,10
4200,Pac-Man and the Ghostly Adventures 2,59,11,6.3,4
4201,Pac-Man Collection,79,13,7.8,4
4202,Pac-Man Fever,47,14,6.3,7
4203,Pac-Man Party,59,14,5.9,8
4204,Pac-Man Party 3D,43,11,5.4,11
4205,Pac-Man World 2,73,19,7.8,26
4206,Pac-Man World 2,74,18,8.3,19
4207,Pac-Man World 3,63,22,5.2,13
4208,Pac-Man World 3,66,17,7.3,10
4209,Pac-Man World 3,61,9,6.0,4
4210,Pac-Man World Rally,57,10,7.8,4
4211,Pac-Man World Rally,54,20,7.4,5
4212,Pac-Pix,71,41,7.1,7
4213,Painkiller,81,62,8.1,284
4214,Painkiller: Hell Wars,68,33,7.4,16
4215,Pandora's Tower,73,48,8.0,99
4216,PANGYA: Fantasy Golf,77,16,7.0,13
4217,Panzer Dragoon Orta,90,41,8.5,64
4218,Paper Mario: Color Splash,75,72,6.8,208
4219,Paper Mario: Sticker Star,75,69,5.6,382
4220,Paper Mario: The Thousand-Year Door,87,55,9.4,306
4221,PaRappa The Rapper,92,15,7.4,48
4222,PaRappa The Rapper,67,43,5.2,16
4223,PaRappa The Rapper 2,67,26,6.6,26
4224,Parasite Eve,81,17,8.9,89
4225,Parasite Eve II,79,14,9.0,77
4226,ParaWorld,71,29,8.3,23
4227,Pariah,70,52,7.4,19
4228,Paris-Dakar Rally,36,6,3.9,15
4229,Patapon,86,60,8.7,102
4230,Patapon 2,81,49,8.3,62
4231,Patapon 3,74,41,7.2,35
4232,Patrician IV,66,18,6.4,34
4233,Payday 2,75,18,6.3,203
4234,Payday 2,74,12,6.2,181
4235,Payday 2,79,51,3.4,3558
